product_key,collector_key,trans_dt,store_location_key,sales,units,trans_id
7830006921,-1,"2015-12-05",8142,10.66,1,35615814217192201512051306
81408111030,137276346194,"2015-11-08",8142,10.66,1,175165814220044201511081600
999999999999142,-1,"2015-10-30",8142,0.00,1,3416081424854201510301029
7830007014,-1,"2015-12-02",8142,11.20,1,4534681421182201512021743
6349108331,-1,"2015-12-04",8142,15.13,1,176342814217192201512041341
6700000463,-1,"2015-09-01",8142,9.93,2,3164681424854201509011016
999999999999513,-1,"2015-07-11",8142,58.01,1,3826081421182201507111059
999999999999513,-1,"2015-03-31",8142,0.00,1,3280281421182201503311509
7000061910,-1,"2015-11-06",8142,9.77,1,3444381424854201511061546
999999999999142,-1,"2015-06-13",8142,0.00,1,28715814217192201506131057
4319418500,-1,"2015-10-17",8142,7.10,1,33788814217192201510171205
999999999999513,-1,"2015-10-02",8142,0.00,1,4233081421182201510021249
999999999999513,134501282076,"2015-12-30",8142,7.32,1,4663081421182201512301454
5770021957,137309560149,"2015-09-19",8142,3.19,1,32571814217192201509191215
80490600302,-1,"2015-10-08",8142,16.02,3,173781814210919201510081728
999999999999142,-1,"2015-12-06",8142,0.00,1,176430814220044201512061513
77105804865,-1,"2015-04-27",8142,46.26,1,16753281425160201504271149
77105811371,-1,"2015-12-14",8142,29.17,11,176846814217192201512141848
77917013730,140208468696,"2015-05-21",8142,52.49,1,3559981421182201505211203
41410000216,-1,"2015-04-30",8142,49.84,1,167611814210919201504302010
80490600305,-1,"2015-08-14",8142,26.70,5,31159814221225201508141002
999999999999513,-1,"2016-01-18",8142,0.00,1,4747081421182201601181235
6700000320,140201608494,"2015-04-16",8142,4.61,1,167256814210919201504161909
3660207917,-1,"2015-07-05",8142,9.77,1,169792814221225201507051032
77105890004,-1,"2015-07-16",8142,9.77,1,2999181424854201507161100
3700030662,134406744938,"2015-07-22",8142,20.45,1,17042881425160201507221542
999999999999513,-1,"2015-12-22",8142,116.04,1,4628681421182201512221116
999999999999513,-1,"2015-09-09",8142,36.51,1,412418142118220150909911
5650008806,-1,"2015-07-19",8142,25.79,1,3863981421182201507191304
77105840224,-1,"2015-08-01",8142,3.54,1,30751814217192201508011337
999999999999513,-1,"2015-07-09",8142,124.23,1,3816681421182201507091633
77105810927,-1,"2015-11-05",8142,12.98,1,17501381425160201511051419
77105840016,-1,"2015-05-14",8142,6.75,1,27621814217192201505141413
999999999999513,-1,"2015-12-01",8142,3.56,1,452558142118220151201913
62792566661,-1,"2015-07-22",8142,17.80,1,302858142485420150722941
6700000427,-1,"2015-11-02",8142,6.03,1,174887814217192201511021744
2270046975,-1,"2015-06-09",8142,13.87,1,168861814220044201506091824
1204404026,-1,"2015-04-25",8142,17.78,1,2673781421719220150425954
999999999999513,-1,"2015-09-14",8142,7.32,1,4142581421182201509141001
7830007021,-1,"2015-09-13",8142,17.78,1,172613814220044201509131616
80490600504,-1,"2015-09-22",8142,8.90,1,173005814217192201509221912
5800031006,-1,"2015-05-16",8142,13.87,1,168076814220044201505161624
999999999999142,-1,"2015-12-27",8142,0.00,1,36598814217192201512271227
999999999999513,-1,"2015-04-25",8142,7.32,1,3421181421182201504251345
2120072977,-1,"2016-01-23",8142,6.75,1,4774681421182201601231502
999999999999513,-1,"2015-11-11",8142,0.00,1,4435881421182201511111037
999999999999513,-1,"2015-04-25",8142,0.00,1,3420981421182201504251326
62785200005,-1,"2015-05-01",8142,1.78,1,27019814221225201505011111
999999999999513,-1,"2015-10-31",8142,0.00,1,4381581421182201510311131
999999999999142,-1,"2015-12-08",8142,0.00,1,4565781421182201512081742
7940035038,-1,"2015-12-06",8142,20.45,1,35651814217192201512061244
999999999999513,-1,"2015-10-13",8142,0.00,1,4278081421182201510131006
4111600527,-1,"2015-08-10",8142,3.01,1,3093081424854201508101032
77105840094,-1,"2015-03-31",8142,5.32,1,16683681425160201503311404
77105880122,141124541028,"2015-04-10",8142,3.52,2,2606781424854201504101010
999999999999513,-1,"2015-04-11",8142,7.32,1,3342581421182201504111234
84105803717,139479804302,"2015-05-23",8142,28.46,1,168222814220044201505231513
6285152934,-1,"2015-05-25",8142,2.47,1,28116814217192201505251931
80490600305,-1,"2015-08-11",8142,5.34,1,3101781424854201508111522
999999999999142,-1,"2015-07-24",8142,0.00,1,3892581421182201507241535
5770021957,134511937054,"2015-10-24",8142,3.19,1,33958814221225201510241044
5610004598,-1,"2015-07-24",8142,8.53,1,17046081425160201507241410
999999999999513,-1,"2015-07-20",8142,0.00,2,3869481421182201507201502
80490600305,-1,"2015-12-02",8142,5.34,1,176282814217192201512021853
999999999999513,-1,"2015-05-26",8142,0.00,7,3586381421182201505261624
3700086341,-1,"2015-08-20",8142,32.02,1,4022581421182201508201121
77105890003,-1,"2016-01-26",8142,2.12,1,178626814217192201601261655
999999999999142,-1,"2015-11-27",8142,0.00,1,3531881424854201511271559
999999999999513,-1,"2015-12-03",8142,0.00,1,4536281421182201512031024
999999999999513,-1,"2016-01-02",8142,48.10,1,4671581421182201601021243
77105860237,-1,"2015-09-13",8142,14.20,2,32181814221225201509131139
78616265003,-1,"2015-11-26",8142,5.14,1,3525181424854201511261508
77105860140,-1,"2016-01-30",8142,7.10,1,4805081421182201601301536
3156850492,-1,"2015-08-07",8142,35.58,1,171026814220044201508071906
6132834212,134511937054,"2015-10-24",8142,17.78,1,33957814221225201510241043
72047366425,-1,"2015-05-09",8142,16.00,1,27386814217192201505091007
77105880035,-1,"2015-06-30",8142,1.58,1,29495814217192201506301939
62174534604,-1,"2015-08-22",8142,67.62,1,171560814217192201508221213
80490600302,-1,"2015-04-28",8142,5.34,1,26867814217192201504281412
999999999999142,-1,"2016-01-30",8142,0.00,1,4802581421182201601301152
7336164736,-1,"2015-07-10",8142,10.66,1,2975381424854201507101459
999999999999513,-1,"2015-05-25",8142,0.00,4,3577381421182201505251053
77105810465,-1,"2015-10-24",8142,12.44,1,174418814220044201510241556
7417034039,-1,"2015-11-11",8142,12.09,1,3466181424854201511111557
999999999999513,-1,"2015-12-09",8142,0.00,1,4570681421182201512091646
4740007371,134560154807,"2015-12-16",8142,42.70,1,17691181425160201512161155
6349108331,-1,"2015-12-15",8142,15.13,1,17686281425160201512151350
999999999999513,-1,"2015-12-10",8142,0.00,1,4573081421182201512101113
77105810345,141221100875,"2015-09-04",8142,25.79,1,4109581421182201509041957
999999999999513,-1,"2015-09-15",8142,11.73,1,4150381421182201509151157
5650002416,-1,"2015-06-11",8142,23.12,1,3673281421182201506112040
999999999999142,-1,"2015-11-14",8142,0.00,1,34758814217192201511141334
999999999999513,-1,"2015-10-07",8142,0.00,1,4256081421182201510071330
999999999999513,-1,"2015-12-15",8142,80.30,1,4597281421182201512151409
999999999999142,-1,"2015-06-12",8142,0.00,1,3674681421182201506121208
999999999999142,-1,"2015-11-27",8142,0.00,1,17599581425160201511271346
999999999999513,-1,"2015-11-25",8142,0.00,1,4500081421182201511251706
5770022995,-1,"2015-10-05",8142,3.19,1,17356781425160201510051429
7511008320,-1,"2015-10-29",8142,24.90,1,174655814210919201510291840
999999999999142,-1,"2015-10-30",8142,0.00,1,437508142118220151030945
6210700550,-1,"2015-06-17",8142,49.82,1,3699381421182201506171059
7124912145,-1,"2015-06-18",8142,27.57,1,2896881424854201506181551
999999999999142,-1,"2015-06-07",8142,0.00,1,168716814221225201506071432
999999999999513,-1,"2015-09-11",8142,0.00,1,4134481421182201509111241
6024525055,-1,"2015-07-11",8142,51.60,1,170160814220044201507111433
41600000167,-1,"2015-05-08",8142,0.09,1,27334814221225201505081148
5960006064,-1,"2015-11-05",8142,5.86,1,175039814210919201511051819
5752171110,-1,"2015-07-13",8142,24.90,1,3833681421182201507131233
3412242630155,-1,"2015-04-25",8142,19.56,1,3418881421182201504251020
999999999999513,-1,"2015-08-28",8142,0.00,1,406588142118220150828903
6285176400,-1,"2015-05-02",8142,2.47,1,27071814217192201505021255
999999999999142,-1,"2015-08-08",8142,0.00,1,30912814217192201508081217
999999999999513,-1,"2015-12-07",8142,0.00,1,4558581421182201512071506
999999999999142,-1,"2015-08-07",8142,0.00,1,170985814221225201508071246
1125000024,-1,"2016-01-24",8142,8.88,1,178521814220044201601241554
6170093252,-1,"2015-11-07",8142,26.68,1,175121814220044201511071600
5849642353,-1,"2015-08-29",8142,7.64,1,172059814220044201508291639
999999999999513,-1,"2015-07-20",8142,14.83,1,3870681421182201507201633
5639431013,-1,"2015-10-27",8142,46.26,1,4358981421182201510271125
999999999999142,-1,"2015-05-30",8142,0.00,1,2828581421719220150530951
77105810488,-1,"2015-05-15",8142,19.56,1,27701814221225201505151522
999999999999513,-1,"2015-08-17",8142,8.90,1,4008881421182201508171928
999999999999513,-1,"2015-08-14",8142,21.61,1,3992581421182201508141412
1150900164,-1,"2015-05-04",8142,12.98,1,3471181421182201505041132
999999999999142,-1,"2015-08-22",8142,0.00,1,171548814217192201508221118
77105860257,-1,"2015-05-02",8142,5.32,1,3465481421182201505021631
999999999999513,-1,"2016-01-26",8142,0.00,1,4785081421182201601261301
41410000221,-1,"2015-12-23",8142,17.36,1,17728781424854201512231319
999999999999513,-1,"2015-09-29",8142,64.77,1,4219681421182201509291832
77105860095,-1,"2015-09-29",8142,6.21,1,4217281421182201509291237
7033060315,141131960006,"2015-05-17",8142,12.44,1,27768814221225201505171437
999999999999513,-1,"2015-10-16",8142,0.00,1,4297581421182201510161006
6580006247,-1,"2015-12-10",8142,1.94,1,357678142485420151210957
77105810877,-1,"2015-11-26",8142,7.10,1,4505681421182201511261916
77105810359,-1,"2015-10-01",8142,15.65,1,173384814210919201510011736
6454131361,-1,"2015-05-08",8142,33.80,1,167848814220044201505081955
5770022997,142807158413,"2015-03-31",8142,6.37,2,2560681424854201503311041
6120008445,-1,"2015-07-11",8142,3.36,1,170175814220044201507111558
3165553007,-1,"2015-08-04",8142,10.31,1,170785814220044201508041147
60308426020,-1,"2016-01-22",8142,14.22,1,178441814220044201601221902
77105810009,141120082473,"2015-09-28",8142,13.87,1,3298081424854201509281518
77105806247,-1,"2015-04-30",8142,11.55,1,3452981421182201504301741
80490600301,-1,"2015-04-02",8142,5.34,1,2575781424854201504021342
999999999999513,-1,"2015-08-06",8142,11.87,1,3954681421182201508061824
5770061849,141120082473,"2015-10-22",8142,8.15,2,4327581421182201510221254
85172200078,-1,"2015-07-24",8142,14.76,1,3039081424854201507241020
999999999999513,-1,"2015-11-24",8142,0.00,1,4493081421182201511241154
999999999999142,-1,"2015-11-17",8142,0.00,1,17553081425160201511171403
999999999999513,-1,"2015-05-05",8142,55.02,1,3475681421182201505051129
77105811218,-1,"2015-07-23",8142,11.20,1,17043581425160201507231518
77105807138,-1,"2015-10-14",8142,19.56,1,173973814217192201510141332
5847810697,-1,"2016-01-27",8142,30.24,1,377968142485420160127948
5847847252,-1,"2015-05-02",8142,13.87,1,3463281421182201505021131
7732610140,-1,"2015-04-04",8142,13.87,1,25780814217192201504041001
999999999999513,-1,"2015-08-08",8142,0.00,1,3963381421182201508081137
6260096191,-1,"2015-04-17",8142,32.91,1,337298142118220150417942
3700087096,-1,"2015-09-18",8142,10.66,1,3252481424854201509181618
4987188505045,-1,"2015-12-05",8142,7.99,1,3559581421719220151205929
6210000157,-1,"2015-12-21",8142,6.03,1,4626781421182201512211938
999999999999141,147843415922,"2015-10-05",8142,0.00,1,17356581425160201510051428
999999999999142,-1,"2015-10-11",8142,0.00,1,33556814221225201510111048
6009331854,-1,"2015-04-05",8142,24.90,1,166981814221225201504051532
72047307475,-1,"2015-12-22",8142,11.55,1,36324814217192201512221039
6700000175,-1,"2015-08-25",8142,5.86,1,171836814217192201508251921
6800000113,-1,"2015-09-24",8142,3.19,1,173099814210919201509241717
999999999999513,-1,"2015-09-17",8142,0.00,1,4161781421182201509171628
77105810094,141175168698,"2015-09-04",8142,31.13,1,4108181421182201509041645
4740013071,142807167451,"2015-10-26",8142,11.20,1,3403881424854201510261254
999999999999513,-1,"2015-04-09",8142,15.56,2,332668142118220150409906
4740015687,-1,"2015-10-04",8142,51.60,1,173539814221225201510041611
41410000216,-1,"2015-07-16",8142,49.84,1,170262814210919201507161721
4740013071,-1,"2015-10-01",8142,10.66,1,3309981424854201510011158
60308424372,-1,"2015-11-20",8142,14.22,1,3498181424854201511201144
999999999999142,-1,"2015-04-19",8142,0.00,1,26471814217192201504191348
6260006229,-1,"2015-05-08",8142,22.23,1,167812814220044201505081706
80490600301,-1,"2015-07-05",8142,5.34,1,169812814221225201507051326
999999999999142,-1,"2015-11-01",8142,0.00,1,174830814220044201511011418
999999999999134,-1,"2015-11-12",8142,0.89,1,4441681421182201511121058
80490600302,139485759217,"2015-12-09",8142,5.34,1,357358142485420151209959
999999999999142,-1,"2015-05-29",8142,0.00,1,168388814220044201505291933
4740013190,-1,"2015-11-19",8142,26.68,1,17563681425160201511191356
7094212536,-1,"2015-05-13",8142,4.79,1,27571814221225201505131407
999999999999513,-1,"2015-10-06",8142,7.32,1,424958142118220151006929
77105840234,-1,"2015-09-06",8142,3.01,1,172289814221225201509061532
999999999999513,-1,"2015-04-19",8142,0.00,2,3386081421182201504191046
41410000221,-1,"2015-08-27",8142,17.36,1,406048142118220150827939
5849638665,-1,"2015-07-09",8142,7.64,1,3817181421182201507091701
6349108331,-1,"2015-08-15",8142,15.13,1,31207814217192201508151057
999999999999513,-1,"2015-07-09",8142,0.00,4,3813781421182201507091148
80490600305,-1,"2015-08-27",8142,10.68,2,3147681424854201508271340
999999999999513,-1,"2015-12-10",8142,0.00,1,4575781421182201512101555
999999999999142,-1,"2015-04-28",8142,0.00,1,167565814220044201504281827
77105890009,-1,"2015-10-06",8142,14.22,1,3332381424854201510061241
77105840354,-1,"2015-05-09",8142,7.10,1,3505581421182201505091659
999999999999204,-1,"2015-12-30",8142,0.00,-1,177522814217192201512301825
999999999999513,-1,"2015-04-23",8142,25.74,2,3407381421182201504231435
999999999999513,-1,"2015-04-09",8142,0.00,1,3332981421182201504091839
999999999999513,-1,"2015-08-17",8142,21.68,1,4003481421182201508171008
6132834208,-1,"2015-07-16",8142,14.22,1,2999181424854201507161100
999999999999204,-1,"2015-08-27",8142,0.00,-1,314338142485420150827951
7116402985,-1,"2015-12-21",8142,6.21,1,3630681424854201512211508
999999999999513,-1,"2015-10-05",8142,0.00,1,4246581421182201510051509
80490600302,-1,"2015-04-18",8142,5.34,1,167340814221225201504181616
6210000000,-1,"2015-11-01",8142,5.32,1,3421881424854201511011143
999999999999142,-1,"2015-09-25",8142,0.00,1,3280381424854201509251211
77105810491,-1,"2015-09-03",8142,7.10,1,3184381424854201509031644
999999999999133,-1,"2015-04-30",8142,124.56,2,3449581421182201504301248
77105890016,-1,"2015-06-11",8142,4.24,2,28669814210919201506111838
999999999999513,-1,"2015-04-28",8142,7.32,1,343408142118220150428927
41410000215,-1,"2015-12-11",8142,24.92,1,176674814217192201512111619
35388500866,-1,"2015-11-21",8142,17.78,1,4483381421182201511211526
6700000462,-1,"2015-11-25",8142,5.32,1,175943814217192201511251937
77105811019,134415201811,"2015-04-22",8142,31.29,2,26644814217192201504221717
999999999999142,141330310133,"2015-05-09",8142,0.00,1,3504781421182201505091459
77105860024,-1,"2015-05-26",8142,5.32,1,28176814217192201505261839
80490600201,-1,"2015-06-05",8142,3.56,1,168599814220044201506051751
999999999999513,-1,"2015-12-23",8142,54.09,1,4635681421182201512231018
999999999999142,-1,"2015-10-25",8142,0.00,1,34011814221225201510251305
999999999999513,-1,"2015-08-19",8142,23.12,1,4018881421182201508191551
6210700502,-1,"2015-06-08",8142,27.57,1,3651481421182201506081055
4138800059,-1,"2015-05-28",8142,9.42,1,168307814210919201505281926
999999999999142,-1,"2015-06-06",8142,0.00,1,168650814220044201506061511
999999999999513,-1,"2015-11-30",8142,0.00,1,4520181421182201511301009
5873832551,-1,"2015-12-10",8142,9.77,1,3577481424854201512101208
6845991972,-1,"2015-11-22",8142,23.12,1,35082814217192201511221159
999999999999141,-1,"2015-04-02",8142,0.00,1,16687181425160201504021546
77105890009,139485759217,"2015-06-16",8142,14.22,1,2880481424854201506161006
999999999999204,-1,"2015-09-10",8142,0.00,-1,3201781424854201509101003
77105880122,-1,"2015-07-10",8142,1.76,1,170097814221225201507101557
77105810008,-1,"2015-09-29",8142,12.09,1,3299681424854201509291125
80490600305,-1,"2015-10-20",8142,5.34,1,3388681424854201510201514
999999999999513,-1,"2015-07-21",8142,38.79,4,387248142118220150721958
999999999999513,-1,"2015-08-26",8142,0.00,1,4059481421182201508261736
999999999999513,-1,"2015-07-09",8142,0.00,1,3817581421182201507091808
2270012993,134507267022,"2015-04-22",8142,21.34,1,16738981425160201504221620
5610077433,-1,"2015-09-24",8142,15.65,1,17308081425160201509241409
80490600503,-1,"2015-09-01",8142,8.90,1,3166681424854201509011234
4740019248,-1,"2015-08-04",8142,10.66,1,170812814220044201508041521
77105810776,-1,"2015-05-24",8142,29.35,1,3573981421182201505241310
6343571103,-1,"2015-10-28",8142,3.19,1,340888142485420151028924
999999999999513,-1,"2015-06-11",8142,7.32,1,3672281421182201506112005
999999999999142,-1,"2015-12-04",8142,0.00,1,4545781421182201512041624
999999999999513,-1,"2015-12-08",8142,39.94,1,4566281421182201512081814
8307811115,-1,"2015-11-10",8142,8.53,1,175270814217192201511101920
77105802272,-1,"2015-04-27",8142,8.53,1,16753781425160201504271250
7099235056,-1,"2015-04-11",8142,23.12,1,3344481421182201504111648
8390000626,-1,"2015-09-06",8142,4.97,1,4114781421182201509061225
9780373133192,-1,"2015-04-02",8142,7.99,1,2575981424854201504021455
6830525074,-1,"2015-04-08",8142,10.31,1,26002814217192201504081820
77105860046,-1,"2015-07-09",8142,4.97,1,170061814217192201507091435
77105810243,-1,"2015-08-10",8142,20.45,1,3969081421182201508101111
5659481383,-1,"2015-07-30",8142,21.34,1,30672814210919201507301855
30997861101,-1,"2015-09-18",8142,21.34,1,17275081425160201509181435
999999999999513,-1,"2015-08-14",8142,7.32,1,3991281421182201508141125
7830007014,-1,"2016-01-13",8142,11.20,1,37325814217192201601131830
999999999999513,-1,"2015-10-03",8142,21.34,1,4236981421182201510031305
77105810398,-1,"2015-07-08",8142,9.42,1,3808781421182201507081456
77105811062,-1,"2015-08-17",8142,7.99,1,31330814217192201508171916
7094212123,-1,"2015-12-28",8142,7.10,1,36626814217192201512281227
77105810243,-1,"2015-05-16",8142,20.45,1,27728814221225201505161221
62058445677,-1,"2015-12-21",8142,23.12,1,17715981425160201512211359
5770024354,-1,"2015-08-30",8142,10.31,1,172065814221225201508301031
80490600305,-1,"2015-08-26",8142,5.34,1,171859814217192201508261341
41410000215,-1,"2015-07-10",8142,24.92,1,170136814220044201507101949
999999999999513,-1,"2015-12-21",8142,76.17,1,4621281421182201512211006
999999999999513,-1,"2015-08-07",8142,53.38,1,3957281421182201508071432
69907370825,141160516590,"2015-04-04",8142,153.06,1,3302281421182201504041449
77105810524,-1,"2015-10-11",8142,9.77,1,173873814220044201510111530
77105810485,-1,"2015-09-02",8142,9.77,1,4092181421182201509021433
77105880123,-1,"2015-09-13",8142,1.76,1,4141881421182201509131708
5847811094,-1,"2015-11-20",8142,40.92,1,175687814220044201511202025
3700089086,-1,"2015-07-21",8142,20.45,1,3022781424854201507211402
999999999999142,134526957150,"2015-10-24",8142,0.00,1,33956814221225201510241011
3700063704,-1,"2015-05-06",8142,15.65,1,27279814221225201505061557
72047345579,-1,"2015-05-01",8142,5.32,1,27027814221225201505011251
999999999999513,137312016405,"2015-04-29",8142,7.32,1,3444581421182201504291754
6081504293,-1,"2015-04-18",8142,24.88,2,2639281421719220150418914
6260014232,-1,"2015-06-13",8142,28.46,1,169030814220044201506131412
77105860192,-1,"2015-12-22",8142,13.33,1,17725281425160201512221947
6490040965,-1,"2015-12-08",8142,4.97,1,17650281425160201512081347
999999999999513,-1,"2015-04-13",8142,0.00,2,3352281421182201504131631
999999999999513,-1,"2015-09-14",8142,0.00,1,414218142118220150914912
6210790431,-1,"2015-10-01",8142,32.02,1,4226481421182201510011248
999999999999200,-1,"2015-08-27",8142,5.34,1,3147881424854201508271414
6210718960,-1,"2015-08-05",8142,32.02,1,3945781421182201508051124
38137003662,-1,"2015-04-29",8142,16.89,1,167592814220044201504291809
77105840175,-1,"2015-05-26",8142,32.91,1,28181814217192201505261934
999999999999513,-1,"2015-08-05",8142,0.00,1,3947081421182201508051329
999999999999200,-1,"2015-09-15",8142,35.60,3,3232081424854201509151519
80490600502,-1,"2015-11-01",8142,8.90,1,174830814220044201511011418
77105810422,-1,"2015-11-03",8142,14.22,1,17491681425160201511031511
6700000464,-1,"2015-10-20",8142,5.32,1,17423581425160201510201500
5849689900,-1,"2015-10-09",8142,4.97,1,173812814220044201510091643
62174534604,-1,"2015-10-03",8142,67.62,1,4238881421182201510031536
5610007505,-1,"2015-09-14",8142,22.23,1,32270814217192201509141917
41410000215,-1,"2015-04-12",8142,24.92,1,167183814221225201504121459
89299200231,-1,"2015-05-28",8142,9.77,1,168297814210919201505281724
77105880046,141120082473,"2015-06-19",8142,2.65,1,16920981425160201506191515
77105840234,141240782118,"2015-09-30",8142,3.01,1,3304281424854201509301649
999999999999513,-1,"2016-01-21",8142,7.32,1,17834081425160201601211347
5650012055,-1,"2015-08-04",8142,14.22,1,30766814221225201508041740
