store_location_key,product_key,collector_key,trans_dt,sales,units,trans_key
7296,999999999999204,139683110740,"2016-01-15",0.00,-1,72735729622967201601151423
7296,5659480132,-1,"2015-07-03",22.23,1,36507729621768201507031013
7296,999999999999513,137273936643,"2015-12-12",59.08,1,120277296118220151212908
7296,77105810355,141168947754,"2015-12-16",7.99,1,67574729622282201512161912
7296,77105880058,141154526790,"2015-04-03",5.86,1,21099729622513201504031302
7296,77105880048,141176267854,"2015-04-25",2.47,1,2406072965092201504251739
7296,4319467377,141250146213,"2015-05-09",5.32,1,1109972965892201505091654
7296,62080826156,134416540806,"2015-05-12",8.90,1,27009729622618201505121752
7296,999999999999513,137262865317,"2015-10-27",0.00,1,1035572961182201510271717
7296,6798170073,-1,"2015-09-01",23.12,1,1519672965892201509011702
7296,6120022591,137267981733,"2015-04-12",11.71,2,995272965092201504121518
7296,4138800059,139461960575,"2015-10-01",8.53,1,53094729622967201510011655
7296,5980084840,141333955935,"2015-09-21",2.83,1,50964729622934201509211751
7296,1254743720,141192720663,"2015-11-09",14.76,1,60787729622934201511091112
7296,6410085245,-1,"2015-12-16",6.21,1,67515729622967201512161631
7296,83215400105,-1,"2015-12-06",42.72,1,65735729622282201512061413
7296,4740007371,134530740982,"2015-05-31",39.14,1,30421729622512201505311022
7296,7000015694,141254551417,"2015-05-28",9.75,1,29741729622282201505281209
7296,77105811079,-1,"2015-05-30",5.32,1,1162772965892201505301526
7296,3746601759,-1,"2015-05-01",7.64,1,2495372965092201505011311
7296,3700084634,-1,"2015-06-04",14.76,1,1170372965892201506041323
7296,6081503918,137277503686,"2015-07-25",13.33,1,40491729622967201507251754
7296,4155428838,141216048456,"2015-07-28",19.56,1,4079972962176820150728935
7296,6410085243,-1,"2015-10-24",6.21,1,1791572965892201510241447
7296,999999999999142,-1,"2015-12-06",0.00,1,65750729622282201512061447
7296,5800030856,-1,"2015-12-05",14.22,1,65612729622282201512051711
7296,77105804100,137268828971,"2015-09-03",22.23,1,47395729623401201509031825
7296,6041001445,-1,"2015-05-04",7.10,1,25211729622282201505041212
7296,77105880048,141333955049,"2015-09-14",2.65,1,49305729622282201509141215
7296,77105840328,137277605324,"2015-06-12",48.04,1,33088729622282201506121948
7296,41700001619,137773828508,"2015-04-16",0.00,1,2262372965092201504161636
7296,999999999999142,-1,"2015-06-23",0.00,1,34884729622934201506231912
7296,7600135840,-1,"2015-10-02",26.68,1,53313729623318201510021645
7296,999999999999513,-1,"2015-10-17",0.00,1,1001672961182201510171240
7296,1708211743,147845103218,"2015-09-26",24.88,2,51992729622967201509261509
7296,6533300709,134534573329,"2015-05-01",38.93,3,2493372965092201505011213
7296,5659400307,134523238436,"2015-04-30",3.31,1,1052472962228220150430934
7296,6261599550,-1,"2015-09-23",2.60,1,51274729622282201509231153
7296,4167915892,134529184961,"2015-04-10",24.90,1,9458729622512201504101255
7296,6700010746,-1,"2015-05-09",19.54,2,2651172965092201505091731
7296,6680010049,-1,"2015-05-28",3.54,1,29877729622512201505281913
7296,1111154328,-1,"2015-12-23",35.58,1,68786729622282201512231008
7296,41600000166,137272032064,"2015-08-26",0.00,1,45895729622967201508262036
7296,5639430106,139455688986,"2015-11-08",44.48,1,60661729623570201511081552
7296,5849673334,134587312818,"2016-01-20",2.30,1,73671729622967201601201655
7296,999999999999200,-1,"2015-06-22",85.44,1,3458672965892201506221239
7296,3607343011891,-1,"2015-09-18",14.76,1,50212729623318201509181152
7296,62720760009,-1,"2015-06-19",44.36,2,3418372962176820150619953
7296,999999999999513,137272912352,"2015-12-29",201.53,1,1258272961182201512291549
7296,999999999999142,134586556889,"2015-08-29",0.00,1,1492272965892201508291631
7296,6490042132,134542801312,"2016-01-30",3.19,1,377172965892201601301003
7296,6260096173,141215631482,"2015-05-04",19.56,1,25215729622282201505041234
7296,999999999999142,-1,"2015-08-21",0.00,1,4502272965892201508211958
7296,999999999999142,141339235911,"2015-08-21",0.00,1,44907729621768201508211127
7296,999999999999513,-1,"2015-12-13",21.88,1,1207772961182201512131459
7296,999999999999142,141159879108,"2015-08-07",0.00,1,42605729621768201508071647
7296,85886000102,-1,"2015-10-25",4.43,1,1801072965892201510251537
7296,999999999999513,134522688329,"2015-09-14",10.50,1,890872961182201509141415
7296,6820020350,-1,"2015-09-18",5.32,1,50320729621768201509181507
7296,3700086362,141141371539,"2015-11-01",65.84,1,59035729622967201511011011
7296,6533300865,-1,"2015-07-11",7.10,1,38055729622967201507111629
7296,77105810317,141259357462,"2015-11-06",32.91,1,59951729622282201511061014
7296,3600015950,134531959236,"2015-11-23",12.98,1,63307729622967201511231659
7296,62080825284,141255473436,"2015-08-26",3.56,1,45817729622282201508261502
7296,5700001316,141154526790,"2015-04-03",10.66,1,21099729622513201504031302
7296,1204404096,-1,"2015-11-23",13.87,1,47172965892201511231822
7296,5530011309,-1,"2015-04-15",2.83,1,1012672965092201504151521
7296,6210747300,141163011224,"2015-12-01",27.57,1,64668729622967201512011529
7296,6210000157,-1,"2015-06-20",5.68,1,12179729622967201506201628
7296,999999999999142,141250166919,"2015-08-22",0.00,1,45063729622967201508221137
7296,7733053005,-1,"2015-12-24",9.42,1,2225729621771201512241620
7296,999999999999142,137270221996,"2015-07-10",0.00,1,37842729621768201507101544
7296,7726000362,139509875029,"2015-03-31",3.49,4,20643729621768201503311536
7296,6672102035,141296798304,"2015-07-03",6.75,1,3666472965892201507031714
7296,77105880036,134562812765,"2016-01-01",11.71,2,70335729622282201601011453
7296,6343570203,137267981733,"2015-04-12",19.56,1,995272965092201504121518
7296,6210733620,-1,"2015-10-05",24.01,1,53887729622967201510051857
7296,999999999999513,141131230842,"2015-08-25",22.62,1,826472961182201508251825
7296,77105890015,140189973578,"2015-09-04",4.24,2,1561772965892201509041336
7296,999999999999142,141333954490,"2015-06-14",0.00,1,33404729622967201506141517
7296,999999999999513,-1,"2015-11-18",44.50,1,1116072961182201511181316
7296,72047315187,137266794425,"2015-06-19",7.99,1,34294729621768201506191430
7296,5532562831,137309333766,"2016-01-08",24.90,1,71561729623401201601081815
7296,7279979133,-1,"2015-12-29",48.13,4,69885729620172201512291706
7296,8390000627,-1,"2015-05-26",4.97,1,1148372965892201505261328
7296,77105840354,134528534436,"2015-07-22",7.10,1,3978672962176820150722941
7296,6700010484,-1,"2015-09-18",24.88,2,50374729621768201509181653
7296,7560919052,134587572958,"2015-07-24",40.92,1,4015772962176820150724906
7296,6120001210,137273225339,"2015-04-03",6.75,1,21116729622513201504031347
7296,999999999999204,-1,"2015-06-01",0.00,-1,30764729622512201506011838
7296,5540000022,-1,"2015-10-17",7.64,1,56080729623401201510171502
7296,41600000166,134523384804,"2015-05-26",0.00,1,2927572962228220150526939
7296,3746603614,134402330360,"2015-12-11",3.36,1,128072965892201512111233
7296,999999999999142,139449801379,"2015-08-09",0.00,1,771372961182201508091219
7296,999999999999142,142803270829,"2015-07-11",0.00,1,38067729622967201507111756
7296,5610004777,141164011669,"2015-12-19",19.56,1,68029729622282201512191136
7296,6565644874,-1,"2015-09-05",21.34,1,47677729622282201509051020
7296,5800000750,134593176903,"2015-11-07",12.09,1,60490729622967201511071748
7296,6343572026,134597290464,"2015-05-01",16.00,1,2502272965092201505011520
7296,76379597475,-1,"2015-05-21",23.05,1,28496729622039201505211124
7296,77105810529,134450509953,"2015-11-04",9.77,1,59675729623401201511041629
7296,999999999999513,-1,"2015-07-22",11.41,1,721572961182201507221907
7296,6379370501,-1,"2015-09-12",9.42,1,48829729623401201509121011
7296,999999999999513,-1,"2015-11-12",0.02,1,109087296118220151112918
7296,74343400323,137299771609,"2015-04-03",42.67,3,21133729622513201504031520
7296,73867814885,-1,"2015-10-09",30.24,1,54499729623318201510091216
7296,5610004186,-1,"2015-10-06",7.99,1,53947729622282201510061111
7296,6365223160,141141130800,"2015-12-23",13.69,1,195772965892201512231326
7296,5770032943,-1,"2015-09-22",3.36,1,51220729622934201509221850
7296,6240019995,137264180357,"2015-05-22",24.01,1,2887572965092201505222028
7296,999999999999142,-1,"2015-10-09",0.00,1,54591729622282201510091707
7296,77105806470,-1,"2015-10-02",28.25,3,95047296118220151002923
7296,3700045581,-1,"2015-11-04",11.20,1,59606729622967201511041218
7296,6024538833,137280129351,"2015-06-03",16.89,1,31079729621768201506031203
7296,999999999999142,-1,"2015-09-26",0.00,1,52010729622967201509261541
7296,6540000096,141296798032,"2015-09-11",9.77,1,48617729623318201509111130
7296,5770001175,134517353643,"2015-11-16",11.71,2,62050729622967201511161650
7296,7214000030,-1,"2015-05-10",35.58,1,486172961182201505101703
7296,999999999999513,-1,"2015-06-29",31.68,1,639572961182201506291528
7296,6672100114,-1,"2015-09-19",15.27,2,359672965892201509191754
7296,7940000210,-1,"2015-12-18",16.89,1,67881729622967201512181502
7296,7726009607,141282728251,"2015-12-08",12.09,1,1135729621771201512081134
7296,4319436966,142801607118,"2015-04-12",10.66,1,999172965092201504121554
7296,6041002252,137264180357,"2015-06-05",6.57,1,31766729622512201506051918
7296,5565368450,-1,"2015-09-29",5.32,1,52671729622934201509291610
7296,999999999999142,-1,"2015-10-13",0.00,1,1728172965892201510131051
7296,79285060244,134521698184,"2015-07-24",7.94,1,40279729622282201507241610
7296,7940020983,134586578048,"2015-11-06",16.89,1,60157729623401201511061701
7296,999999999999142,-1,"2015-08-09",0.00,1,42872729622967201508091222
7296,5980000055,-1,"2015-04-08",1.35,1,2186672965092201504081536
7296,999999999999513,137267111844,"2015-07-28",0.00,1,740572961182201507281907
7296,7339000016,-1,"2015-04-11",2.65,1,9657729621791201504111143
7296,5770021503,141339236825,"2015-12-03",5.86,1,65173729622282201512032155
7296,72047372053,-1,"2015-12-24",8.88,1,2198729621771201512241506
7296,6230070984,-1,"2015-10-28",4.97,1,58114729623318201510281031
7296,7033041170,-1,"2015-06-25",-8.88,-1,12524729619100201506251405
7296,999999999999200,-1,"2015-06-30",17.80,1,36078729622282201506301553
7296,67293583966,134411509324,"2015-07-31",9.42,1,41485729622282201507311859
7296,6570010029,134400314081,"2015-03-31",8.17,1,900172965892201503311342
7296,999999999999513,-1,"2015-12-22",17.36,1,1240472961182201512221402
7296,77105810325,137268157824,"2015-09-08",20.45,1,48036729621768201509081121
7296,999999999999142,-1,"2015-12-01",0.00,1,64610729622967201512011210
7296,6570010029,-1,"2015-10-30",8.17,1,58619729622967201510301454
7296,6261583490,139464458209,"2015-11-03",17.52,4,59555729622282201511031951
7296,6672100220,141175035896,"2015-04-21",13.49,2,23194729622512201504211136
7296,6136240700,134585252471,"2015-11-11",22.91,3,61159729622967201511111146
7296,77105810421,-1,"2015-10-15",11.55,1,55626729622967201510151744
7296,5770001231,134534573329,"2015-10-23",32.91,1,17896729623570201510232019
7296,77105811314,141333955636,"2015-04-20",35.58,1,23081729621768201504201519
7296,5800000898,141273760683,"2015-12-27",4.43,1,234972965892201512271557
7296,3700084603,141175479077,"2015-12-12",15.11,1,66890729622967201512122055
7296,4667741592,137312221843,"2015-12-26",16.89,1,69292729623570201512261253
7296,77105810350,137267758473,"2015-12-15",20.45,1,67263729622282201512151210
7296,77105811022,139461650392,"2016-01-28",13.33,1,7511672962228220160128901
7296,6260006134,137300871369,"2015-09-26",6.51,1,52030729623401201509261617
7296,62080826155,137268575351,"2015-05-21",8.90,1,28543729622039201505211436
7296,5005151705,141172091651,"2015-04-05",4.43,1,21439729621791201504051152
7296,79285014000,-1,"2015-12-30",10.31,1,251672965892201512301524
7296,6132848508,-1,"2015-12-19",28.44,2,68037729622282201512191159
7296,7918191155,137311929060,"2015-12-08",16.00,1,66025729622282201512081016
7296,999999999999200,-1,"2015-07-06",10.68,1,37110729622934201507061950
7296,999999999999513,-1,"2015-10-06",12.09,1,965472961182201510061321
7296,6120024323,-1,"2015-05-12",5.86,1,26909729622282201505121248
7296,89359400209,-1,"2015-08-31",5.32,1,46860729621768201508311541
7296,18085400021,-1,"2015-09-13",5.32,1,49110729620172201509131644
7296,5659400228,139461741344,"2015-10-31",21.34,1,58800729623401201510311214
7296,77010330218,-1,"2015-09-03",16.89,1,47448729622039201509032032
7296,76379599325,-1,"2015-11-29",4.43,1,64355729622967201511291804
7296,2953706008,142813042525,"2015-04-14",24.90,1,1980729622484201504141533
7296,999999999999142,-1,"2015-07-04",0.00,1,36768729622967201507041331
7296,5799005922,134560331059,"2015-11-04",56.92,2,59591729622282201511041129
7296,30997572610,-1,"2015-05-04",20.45,1,25293729622039201505041636
7296,4203710346,-1,"2015-05-12",39.12,2,26934729622282201505121416
7296,6343570182,139447506579,"2015-05-02",40.90,2,1094472965092201505021741
7296,6120022592,-1,"2015-07-16",5.86,1,38875729621768201507161945
7296,5650035988,137320240201,"2015-11-16",12.98,1,62035729622967201511161608
7296,999999999999142,137320832490,"2015-12-27",0.00,1,69477729623570201512271536
7296,6700000464,-1,"2015-08-31",4.43,1,46858729621768201508311540
7296,5113186808,-1,"2016-01-27",8.88,1,74951729622967201601271347
7296,6454131729,-1,"2015-11-02",19.56,1,59320729622039201511021612
7296,999999999999204,-1,"2015-12-28",0.00,-1,69715729622282201512281808
7296,999999999999513,-1,"2015-09-09",9.63,1,874072961182201509091445
7296,5610004966,-1,"2015-05-15",9.42,1,273857296589220150515914
7296,6700011023,137281464308,"2015-08-29",24.88,2,46486729623401201508291438
7296,999999999999142,-1,"2015-10-04",0.00,1,53760729622282201510042006
7296,77105880051,137300871369,"2015-11-20",2.83,1,62695729621771201511201435
7296,62080815257,-1,"2015-08-17",5.34,1,1436372965892201508171250
7296,9460000052,134648213670,"2016-01-20",5.86,1,73631729622967201601201430
7296,4167915817,137263588375,"2015-08-30",49.80,2,46702729623401201508301438
7296,6887502308,-1,"2015-07-17",7.99,1,39082729622282201507171846
7296,999999999999142,134537730652,"2015-07-24",0.00,1,1342572965892201507241308
7296,6700000464,-1,"2015-09-09",4.43,1,48291729623318201509091445
7296,5980062328,137270910101,"2015-06-01",49.80,2,30754729622512201506011825
7296,83215400105,141194100412,"2015-06-03",42.72,1,3117272965892201506031624
7296,83002800093,137773828508,"2015-10-08",3.19,1,17099729622039201510081602
7296,77105860112,-1,"2015-10-29",15.11,1,18259729622967201510291656
7296,6464202191,-1,"2015-10-12",24.01,1,55144729623318201510121718
7296,7010316003,-1,"2015-05-30",15.65,1,30296729622282201505301352
7296,6454130695,141240118107,"2015-05-06",40.92,1,2576072965092201505061650
7296,6041006683,141171198766,"2015-04-04",7.64,1,21384729622526201504041720
7296,77105880036,134537970323,"2015-07-27",5.32,1,736672961182201507271751
7296,6700010483,137269892103,"2015-11-27",12.09,1,63996729623570201511271633
7296,6798187002,-1,"2015-04-24",23.12,1,2367372965092201504241142
7296,77105840237,-1,"2015-11-21",1.94,1,62905729622282201511211246
7296,30997233310,141123624217,"2015-11-28",6.75,1,64245729619100201511282206
7296,77105880067,137267984527,"2016-01-24",6.75,1,74386729622282201601241038
7296,999999999999513,-1,"2016-01-07",32.88,1,1291072961182201601071222
7296,999999999999142,134649141666,"2016-01-29",0.00,1,75445729622282201601291548
7296,999999999999513,-1,"2015-08-23",0.00,1,45313729622282201508231746
7296,72047341769,-1,"2015-12-24",23.10,2,6901972962203920151224909
7296,999999999999200,-1,"2015-12-09",10.68,1,66305729622967201512091931
7296,999999999999200,-1,"2015-12-21",1.78,1,68460729622934201512211529
7296,999999999999513,-1,"2015-11-30",16.34,1,1159572961182201511302025
7296,6120000074,-1,"2015-04-10",1.35,1,9621729622513201504102041
7296,6988692353,141333832566,"2016-01-07",48.04,1,71380729622039201601071959
7296,1111124224,-1,"2016-01-28",13.33,1,75266729623401201601282047
7296,77105840317,134408203959,"2015-09-07",39.14,1,48013729621768201509071703
