store_location_key,product_key,collector_key,trans_dt,sales,units,trans_key
1396,999999999999513,-1,"2015-06-07",0.00,1,60700413961182201506071500
1396,999999999999513,-1,"2015-10-09",155.52,1,61996013961182201510091352
1396,999999999999513,-1,"2015-08-13",7.01,1,61390113961182201508131455
1396,6009326570,-1,"2015-05-29",19.56,1,60609913961182201505291146
4823,999999999999513,-1,"2015-03-31",0.00,1,2772548231182201503311350
1396,77105880125,139519041189,"2015-05-06",1.76,1,60364413961182201505061619
1396,999999999999513,-1,"2016-01-16",0.00,1,62967513961182201601161013
9807,999999999999513,-1,"2015-08-20",7.65,1,1914898075671201508201622
9604,999999999999513,-1,"2015-11-11",0.00,1,660459604118220151111825
4823,77105880061,134515595594,"2015-09-23",6.21,1,3530248231182201509231148
4823,999999999999513,-1,"2015-10-27",0.00,1,3672648231182201510271310
1396,999999999999142,-1,"2015-06-05",0.00,1,60686613961182201506051320
1396,999999999999142,-1,"2015-04-05",0.00,1,60004213961182201504051121
1396,999999999999513,-1,"2015-10-15",1.78,1,62047013961182201510151142
9604,999999999999513,-1,"2015-12-29",8.90,1,679609604118220151229806
9807,999999999999142,-1,"2015-08-21",0.00,1,1917998075671201508211309
4823,999999999999513,141154004799,"2015-09-17",61.80,1,3506548231182201509171408
9604,999999999999513,-1,"2015-12-19",13.76,1,6767496041182201512191003
9604,999999999999513,-1,"2015-11-10",0.00,1,6596896041182201511101016
1396,5849632873,-1,"2015-04-29",3.19,1,60285413961182201504291812
4823,999999999999513,-1,"2015-08-20",28.87,1,3394248231182201508201351
1396,77105860148,-1,"2016-01-22",5.32,1,63034113961182201601221504
1396,77105810242,-1,"2015-05-04",13.87,1,6032401396118220150504922
9604,999999999999513,-1,"2015-12-11",0.00,1,673879604118220151211815
9604,999999999999513,-1,"2015-12-22",0.00,1,677569604118220151222842
9604,999999999999513,-1,"2015-11-27",0.00,1,668059604118220151127945
1396,6210000000,139445093521,"2015-12-21",5.32,1,62726213961182201512211447
9604,999999999999513,-1,"2015-12-27",0.00,1,679029604118220151227939
9807,999999999999513,-1,"2015-10-30",6.80,1,217959807567120151030844
9604,999999999999513,-1,"2015-10-27",0.00,1,653509604118220151027943
1396,999999999999513,-1,"2015-08-14",148.72,1,61401813961182201508141416
1396,999999999999513,-1,"2015-04-02",0.00,2,59989513961182201504021719
1396,6700000174,-1,"2015-05-28",3.54,1,60603913961182201505281646
1396,6490040956,134461800356,"2015-12-11",3.54,1,62627313961182201512111443
4823,999999999999513,-1,"2015-08-27",0.00,1,3422848231182201508271035
1396,999999999999142,-1,"2015-09-25",0.00,1,61843513961182201509251732
1396,77105880045,-1,"2015-09-15",2.65,1,61727213961182201509151646
9604,999999999999513,-1,"2015-11-10",0.00,1,6599096041182201511101210
1396,77105880035,-1,"2015-03-31",1.58,1,59953013961182201503311235
1396,999999999999513,-1,"2015-07-16",36.15,1,61102313961182201507161346
9807,5559943715,-1,"2015-09-16",23.12,1,2007698075671201509161154
1396,999999999999513,-1,"2015-07-18",7.32,1,61120813961182201507181011
1396,6210000134,-1,"2015-04-17",4.61,1,60154013961182201504171517
9807,999999999999513,-1,"2015-10-15",36.99,1,2120098075671201510151600
9604,999999999999513,-1,"2016-01-04",0.00,1,6817596041182201601041202
9807,5621998229,-1,"2015-06-23",51.60,1,1716998075671201506231406
9604,999999999999513,-1,"2015-11-20",0.00,1,6653596041182201511201333
4823,999999999999513,-1,"2015-08-14",9.79,1,3370948231182201508141411
1396,999999999999513,-1,"2015-08-09",140.64,1,61338413961182201508091048
1396,77105880037,-1,"2015-04-28",2.30,1,60262513961182201504281028
1396,999999999999513,-1,"2015-07-17",91.44,1,61117313961182201507171540
9604,999999999999513,-1,"2015-12-22",0.00,1,6779296041182201512221359
1396,77141200003,-1,"2015-10-07",4.24,1,61966713961182201510071040
1396,6890000013,-1,"2015-12-31",2.30,1,62815513961182201512311357
9604,999999999999513,-1,"2015-10-19",0.00,1,650499604118220151019955
9807,83215400001,-1,"2016-01-04",158.42,1,2396098075671201601041352
9807,5621932410,-1,"2015-04-21",30.24,1,1496198075671201504211325
9604,999999999999513,-1,"2015-12-10",0.00,1,6736096041182201512101438
4823,5490000029,-1,"2015-09-02",1.76,1,3448248231182201509021201
9807,999999999999513,-1,"2015-08-27",44.80,1,1940798075671201508271548
9604,999999999999513,-1,"2015-10-22",0.00,1,651799604118220151022956
4823,999999999999513,137775494549,"2015-10-15",5.80,1,361794823118220151015909
1396,999999999999513,-1,"2015-11-24",217.62,1,62449313961182201511241544
4823,999999999999513,139482038795,"2016-01-18",58.53,1,3999048231182201601181452
9807,999999999999513,-1,"2015-12-07",3.56,1,231179807567120151207856
9604,999999999999513,-1,"2015-12-11",0.00,1,673879604118220151211815
4823,999999999999513,-1,"2015-08-31",30.67,1,3437448231182201508311446
9604,999999999999513,-1,"2015-08-14",23.12,1,6362896041182201508141242
1396,77105890007,-1,"2015-06-01",0.87,1,6062711396118220150601940
1396,999999999999513,-1,"2015-10-30",9.95,1,62200913961182201510301433
9807,999999999999513,-1,"2015-12-11",5.45,1,2334598075671201512111119
1396,6120008443,139481581803,"2015-05-06",3.36,1,60362613961182201505061458
4823,999999999999513,141334108482,"2015-12-18",7.10,1,389024823118220151218910
9604,999999999999513,-1,"2016-01-13",0.00,1,6855596041182201601131450
4823,999999999999513,139447016485,"2015-04-13",46.10,2,2831048231182201504131601
1396,5849682960,-1,"2015-10-29",12.74,4,62186313961182201510291206
9604,999999999999513,-1,"2015-04-05",12.46,1,6118296041182201504051034
1396,999999999999513,-1,"2015-08-09",0.00,1,61338613961182201508091122
9604,999999999999513,-1,"2015-12-17",0.00,1,6760596041182201512171221
4823,999999999999142,-1,"2015-05-15",0.00,1,2982248231182201505151502
1396,6700000463,-1,"2015-05-22",4.97,1,60531813961182201505221023
4823,5770022118,-1,"2015-10-20",4.08,1,363824823118220151020954
1396,999999999999513,-1,"2015-04-25",0.00,1,60235813961182201504251242
9807,77105811087,-1,"2015-11-12",24.01,1,222379807567120151112856
1396,77105810506,-1,"2015-07-16",9.77,1,61101713961182201507161318
4823,999999999999513,137269101935,"2015-06-16",232.15,2,3117848231182201506161410
9807,999999999999513,-1,"2015-06-01",24.24,1,1646698075671201506011241
9604,999999999999513,-1,"2015-11-10",0.00,1,6598096041182201511101109
1396,999999999999513,-1,"2015-11-13",0.00,1,62343513961182201511131340
1396,999999999999142,-1,"2015-08-21",0.00,1,61480313961182201508211305
9807,4138822031,-1,"2015-12-02",6.21,1,2297198075671201512021006
4823,6800079282,134599141616,"2015-06-24",2.83,1,3153948231182201506241440
1396,6800001233,-1,"2015-09-07",3.19,1,61638313961182201509071218
1396,999999999999513,-1,"2015-10-06",19.01,1,61958613961182201510061445
1396,5980000011,141164751331,"2015-11-09",3.36,1,62294913961182201511091454
4823,999999999999513,-1,"2015-08-13",0.00,1,3365148231182201508131417
4823,5770062252,-1,"2015-04-21",2.83,1,2866048231182201504211245
4823,999999999999513,134511575117,"2015-04-14",31.01,1,2833448231182201504141101
9604,999999999999513,-1,"2015-04-24",8.90,1,6159896041182201504241345
1396,6210000000,-1,"2015-05-05",4.97,1,60342513961182201505051047
1396,999999999999513,-1,"2015-06-25",7.32,1,60886413961182201506251048
1396,77105880047,141216773515,"2015-12-17",3.19,1,62691913961182201512171543
4823,999999999999142,141172087745,"2015-08-28",0.00,1,3433348231182201508281534
4823,999999999999513,-1,"2015-10-30",0.00,1,3689348231182201510301011
9604,999999999999513,-1,"2015-10-28",0.00,1,6542696041182201510281210
1396,77105890009,-1,"2015-05-26",14.22,1,60577813961182201505261634
4823,999999999999513,-1,"2015-04-22",0.00,1,2873848231182201504221608
4823,77105880035,-1,"2015-11-04",4.22,3,3711848231182201511041124
9604,999999999999513,-1,"2015-11-27",0.00,1,6681596041182201511271041
1396,999999999999513,-1,"2015-05-28",16.32,1,60596313961182201505281028
4823,999999999999513,134504372376,"2015-04-20",0.00,2,2859148231182201504201401
9604,999999999999513,-1,"2015-11-15",0.00,1,6626396041182201511151022
4823,77105810389,137773550141,"2015-05-26",34.69,1,3019248231182201505261535
9604,999999999999513,-1,"2015-12-10",0.00,1,6734796041182201512101243
4823,999999999999142,-1,"2015-12-04",0.00,1,3840248231182201512041603
1396,999999999999513,-1,"2015-12-07",0.00,1,62579913961182201512071537
1396,999999999999513,-1,"2015-12-16",0.00,1,62671413961182201512161137
4823,5610000872,-1,"2015-06-29",39.12,2,3169248231182201506291056
1396,77105811194,-1,"2015-10-01",4.43,1,61906213961182201510011325
1396,77105802549,134550134225,"2015-04-30",8.53,1,60297813961182201504301724
4823,999999999999513,142810638272,"2015-09-09",0.00,1,346874823118220150909952
9807,999999999999513,-1,"2015-04-02",5.87,1,1436998075671201504021528
1396,999999999999513,-1,"2015-09-30",10.66,1,61892113961182201509301544
9807,77105810242,-1,"2015-12-04",13.33,1,2307198075671201512041013
1396,999999999999142,141267504034,"2015-04-11",0.00,1,60079413961182201504111225
9604,999999999999513,-1,"2016-01-04",0.00,1,6818596041182201601041339
9604,999999999999513,-1,"2015-12-01",0.00,1,6698596041182201512011553
9604,999999999999513,-1,"2015-12-16",0.00,1,675559604118220151216858
9807,77105811190,-1,"2015-11-12",4.43,1,2224698075671201511121213
1396,999999999999513,-1,"2015-06-03",69.03,3,60661413961182201506031639
4823,999999999999513,134508093374,"2015-04-28",0.00,1,2895048231182201504281113
4823,999999999999513,137308189264,"2015-04-17",12.89,1,2856048231182201504171642
9604,999999999999513,-1,"2015-10-27",4.90,1,6538496041182201510271431
9604,999999999999513,-1,"2015-12-10",8.90,1,673259604118220151210959
9807,77105810640,-1,"2015-11-10",12.09,1,2221298075671201511101200
9604,999999999999513,-1,"2016-01-18",0.00,1,6869096041182201601181002
9807,999999999999513,-1,"2015-07-27",1.28,1,1830198075671201507271003
1396,999999999999142,-1,"2015-11-01",0.00,1,62214513961182201511011510
1396,999999999999513,-1,"2015-04-14",15.27,1,60108613961182201504141212
1396,77105880046,-1,"2015-07-15",2.65,1,61089013961182201507151318
1396,6700000829,-1,"2015-08-01",4.24,2,61264013961182201508011120
4823,999999999999142,-1,"2015-06-05",0.00,1,306874823118220150605918
1396,999999999999142,-1,"2015-05-15",0.00,1,60469313961182201505151727
9604,999999999999513,-1,"2015-11-24",0.00,1,666489604118220151124956
9807,999999999999513,-1,"2015-07-09",78.23,8,1777898075671201507091543
1396,999999999999513,-1,"2016-01-09",0.00,1,62901013961182201601091113
9807,999999999999142,-1,"2015-10-23",0.00,1,2154198075671201510231556
9604,999999999999513,-1,"2015-12-08",0.00,1,672159604118220151208913
1396,999999999999513,-1,"2015-05-01",0.00,1,60306813961182201505011414
9604,999999999999513,-1,"2015-12-28",0.00,1,6793796041182201512281244
1396,77105810396,-1,"2015-04-13",26.68,1,60099313961182201504131558
9807,77105810382,-1,"2015-09-18",12.44,1,201529807567120150918841
9604,999999999999513,-1,"2015-09-08",8.90,1,641049604118220150908833
1396,77105880035,-1,"2015-10-14",1.76,1,62036013961182201510141406
1396,77105810103,134413126813,"2015-04-05",16.00,1,60004513961182201504051208
1396,77105880035,134564945232,"2015-11-25",1.76,1,62457713961182201511251105
1396,77105880035,-1,"2015-04-25",1.58,1,60235013961182201504251144
1396,6210790503,-1,"2015-12-14",39.14,1,62652313961182201512141658
9604,999999999999513,-1,"2015-12-10",0.00,1,6735096041182201512101257
1396,999999999999142,-1,"2015-07-03",0.00,1,60968713961182201507031603
1396,999999999999513,-1,"2015-09-28",18.39,1,61870813961182201509282046
1396,999999999999513,-1,"2015-07-22",1.78,1,61166113961182201507221537
1396,999999999999142,-1,"2015-08-28",0.00,1,61549313961182201508281446
1396,999999999999513,-1,"2015-08-27",0.00,1,61535813961182201508271336
1396,5770071109,137312918445,"2015-05-26",2.83,1,60576613961182201505261547
1396,6700011180,-1,"2015-05-21",3.72,1,60529413961182201505211843
9604,999999999999513,-1,"2015-12-04",0.00,1,671229604118220151204847
4823,77663910001,-1,"2015-07-20",1.98,1,3258548231182201507201208
9604,999999999999513,-1,"2015-10-22",0.00,1,6518396041182201510221203
9807,6210700506,-1,"2015-06-29",46.26,1,173769807567120150629945
1396,999999999999513,-1,"2015-11-25",0.00,1,62462513961182201511251518
1396,999999999999142,-1,"2015-04-17",0.00,1,6014391396118220150417855
1396,999999999999513,-1,"2015-09-30",217.62,1,61887013961182201509301137
4823,999999999999513,134520625411,"2015-08-12",0.00,1,3358148231182201508121338
9604,999999999999513,-1,"2016-01-08",0.00,1,683609604118220160108718
1396,999999999999513,-1,"2015-06-16",0.00,1,60788613961182201506161249
1396,77105880163,-1,"2015-09-11",7.99,1,61690913961182201509111650
4823,1660000087,141334106710,"2015-04-27",1.58,1,2888748231182201504271112
1396,6800079282,-1,"2015-10-01",3.19,1,6189901396118220151001959
1396,6210700420,137320409807,"2016-01-12",17.78,1,62929513961182201601121702
1396,38290046901,-1,"2015-06-18",9.95,1,60817813961182201506181552
9807,999999999999513,-1,"2015-09-30",56.75,1,2062098075671201509301211
9807,6260095306,-1,"2015-11-16",20.45,1,2233598075671201511161103
1396,5980000011,139519192126,"2015-11-23",3.36,1,62437413961182201511231539
1396,999999999999142,139448304744,"2015-07-21",0.00,1,61151413961182201507211524
1396,5660000039,137308989848,"2015-09-21",3.19,1,61785013961182201509211442
1396,999999999999513,-1,"2016-01-30",5.73,1,63117013961182201601301550
9604,999999999999513,-1,"2015-12-05",0.00,1,6714096041182201512051011
4823,999999999999513,-1,"2015-12-14",0.00,1,3873248231182201512141437
1396,6700000462,-1,"2015-09-15",4.97,1,61724913961182201509151440
1396,6890000032,141159799464,"2016-01-05",11.55,1,62851613961182201601051238
4823,6900001425,-1,"2015-10-22",1.94,1,3653348231182201510221152
1396,6490040838,-1,"2015-11-03",9.93,2,62242013961182201511031859
1396,999999999999513,-1,"2015-12-07",1.76,1,62574013961182201512071034
4823,999999999999513,134504372376,"2015-12-22",0.00,1,3911748231182201512221537
1396,77105810095,140205185902,"2015-08-04",39.14,1,61290713961182201508041857
9604,999999999999513,-1,"2015-12-29",0.00,1,6798496041182201512291325
4823,5770021957,137292699615,"2015-05-19",2.83,1,2986648231182201505191434
9807,999999999999513,-1,"2015-10-16",4.65,1,2125698075671201510161439
1396,6041001801,-1,"2015-05-05",2.65,1,60351213961182201505051635
9604,999999999999513,-1,"2015-08-27",8.90,1,6389396041182201508271131
1396,999999999999513,-1,"2015-12-09",0.00,1,62598713961182201512091019
1396,999999999999142,139469669874,"2015-12-22",0.00,1,62738513961182201512221212
9604,999999999999513,-1,"2015-12-10",0.00,1,6737596041182201512101824
1396,999999999999513,-1,"2015-05-26",0.00,1,6056621396118220150526904
9604,999999999999513,-1,"2015-11-05",7.51,1,657189604118220151105824
1396,6024525054,-1,"2015-04-16",42.70,1,60135913961182201504161328
1396,999999999999513,-1,"2015-07-06",0.00,2,60988213961182201507061342
1396,999999999999513,-1,"2015-05-20",0.00,1,60512413961182201505201848
1396,77105880051,-1,"2015-07-24",2.65,1,61191313961182201507241750
1396,77105880035,-1,"2015-05-06",1.58,1,60368013961182201505062024
1396,999999999999513,-1,"2015-12-21",41.65,1,62720513961182201512211141
4823,5980000021,-1,"2015-08-31",2.83,1,3439448231182201508311633
1396,78616265003,-1,"2015-09-10",5.32,1,61670013961182201509101008
9604,999999999999513,-1,"2015-10-22",0.00,1,651769604118220151022933
1396,77105880035,-1,"2016-01-20",1.76,1,63009013961182201601201343
1396,62233723030,134590736097,"2015-09-08",31.13,1,61655813961182201509081745
4823,6900001425,134515595594,"2015-12-11",11.64,6,3868648231182201512111619
4823,999999999999513,-1,"2015-09-04",0.00,1,3457648231182201509041052
9604,999999999999513,-1,"2016-01-18",0.00,1,6869096041182201601181002
9604,999999999999513,-1,"2015-12-19",0.00,1,676709604118220151219926
1396,999999999999513,-1,"2015-12-30",0.00,1,62806613961182201512301917
9807,999999999999513,-1,"2015-10-07",92.42,1,2092598075671201510071603
1396,7339000016,-1,"2015-08-05",3.01,1,61303113961182201508051733
1396,999999999999513,-1,"2015-07-27",11.45,1,61204213961182201507271117
1396,6800000228,-1,"2015-12-11",3.36,1,62628613961182201512111631
4823,999999999999513,139503644209,"2016-01-27",28.18,1,4036048231182201601271305
9807,999999999999513,-1,"2015-09-30",9.97,1,2064398075671201509301452
1396,5610010281,-1,"2015-11-21",2.83,1,62420113961182201511211049
1396,6700000486,134517860724,"2015-10-02",5.32,1,6191411396118220151002929
1396,999999999999513,-1,"2015-08-10",0.00,1,61355113961182201508101734
4823,999999999999513,137270898191,"2015-09-17",0.00,1,3504748231182201509171214
1396,999999999999513,-1,"2015-10-27",68.64,1,62171813961182201510271732
9604,999999999999513,-1,"2015-11-27",0.00,1,6682096041182201511271257
1396,999999999999513,-1,"2015-10-14",5.64,1,62042013961182201510141833
9604,999999999999513,-1,"2015-06-08",8.90,1,6242396041182201506081236
1396,6880017012,-1,"2015-12-09",10.66,1,62606513961182201512091901
9604,999999999999513,-1,"2015-06-23",62.30,7,6268796041182201506231046
4823,999999999999513,137263876981,"2015-08-14",85.96,1,3370848231182201508141348
9604,999999999999513,-1,"2015-11-10",0.00,1,6602096041182201511101607
1396,77105880046,137320409807,"2015-06-17",2.65,1,60801013961182201506171115
4823,999999999999513,-1,"2015-10-22",0.00,1,365054823118220151022904
1396,999999999999513,137763659791,"2015-07-21",7.32,1,61149013961182201507211410
4823,999999999999513,134415608855,"2015-07-28",0.00,1,3298848231182201507281420
1396,999999999999142,-1,"2015-07-26",0.00,1,61201213961182201507261530
1396,999999999999513,-1,"2015-10-01",7.32,1,61903413961182201510011146
4823,5610000543,134452529326,"2015-11-04",42.70,1,3714048231182201511041448
9604,999999999999513,-1,"2015-12-22",0.00,1,677629604118220151222926
9604,999999999999513,-1,"2015-12-22",0.00,1,6779296041182201512221359
1396,999999999999513,-1,"2015-12-08",0.00,1,62588413961182201512081136
9807,999999999999513,-1,"2015-03-31",196.67,1,142229807567120150331947
1396,999999999999513,-1,"2015-08-07",8.85,1,61324413961182201508071145
9604,999999999999513,-1,"2015-11-28",0.00,1,6683396041182201511281031
9807,5770023220,-1,"2015-12-04",3.01,1,230609807567120151204922
1396,999999999999513,-1,"2015-04-02",0.00,6,59987313961182201504021551
1396,999999999999142,-1,"2015-07-25",0.00,1,61194313961182201507251103
4823,999999999999513,142810638272,"2015-10-08",0.00,1,3596148231182201510081038
1396,999999999999142,-1,"2015-10-30",0.00,1,62202413961182201510301603
1396,77141200003,-1,"2015-10-21",4.24,1,62105313961182201510211219
1396,999999999999513,-1,"2015-08-12",43.18,1,61377813961182201508121501
1396,999999999999513,-1,"2015-12-21",0.00,1,62724013961182201512211338
9604,999999999999513,-1,"2015-12-05",0.00,1,6714096041182201512051011
1396,77105880046,141298267696,"2015-05-08",2.47,1,60397013961182201505081947
1396,999999999999513,-1,"2015-07-26",5.34,1,61201213961182201507261530
1396,999999999999142,-1,"2015-07-25",0.00,1,61195213961182201507251138
1396,999999999999513,-1,"2015-12-31",0.00,1,62815513961182201512311357
1396,77105810443,-1,"2015-06-18",13.87,1,60820013961182201506181756
1396,999999999999513,-1,"2015-04-24",205.31,2,60231813961182201504241748
1396,5770041657,-1,"2015-04-30",3.19,1,60295813961182201504301516
1396,6210000000,-1,"2015-11-21",10.64,2,62419613961182201511211024
1396,999999999999513,-1,"2015-07-14",1.76,1,61074713961182201507141208
9604,999999999999513,-1,"2015-12-08",0.00,1,6727296041182201512081804
1396,999999999999134,-1,"2015-11-23",7.10,1,62432813961182201511231134
9604,999999999999513,-1,"2015-11-24",0.00,1,6665896041182201511241158
1396,999999999999513,-1,"2015-06-22",0.00,1,6084141396118220150622834
1396,6800079282,141254531588,"2015-06-26",3.19,1,60906313961182201506261746
1396,5960006064,141328689088,"2015-12-29",11.71,2,62789213961182201512291557
9807,999999999999513,-1,"2015-09-14",1422.58,1,1999898075671201509141701
4823,6210705525,137269225116,"2015-04-14",24.90,1,2834148231182201504141158
1396,5770022997,-1,"2015-09-22",3.19,1,61805413961182201509222049
1396,78616265003,-1,"2015-06-12",5.32,1,60759213961182201506121617
9807,4138822031,-1,"2015-08-19",6.21,1,1908698075671201508191209
9604,999999999999513,-1,"2015-08-18",8.90,1,6370396041182201508181310
9807,999999999999513,-1,"2015-08-13",7.21,1,188849807567120150813810
1396,77105810465,141145894512,"2015-08-01",12.09,1,61266513961182201508011531
1396,999999999999513,-1,"2015-11-23",40.92,1,62434813961182201511231317
4823,999999999999513,141189929546,"2015-12-21",6.37,1,3898448231182201512211003
9604,999999999999513,-1,"2016-01-08",0.00,1,6837596041182201601081040
4823,77105880168,-1,"2015-07-07",4.43,1,3206548231182201507071336
4823,5980048282,134452529326,"2015-11-04",9.42,1,3714048231182201511041448
4823,77663910001,-1,"2015-10-05",1.98,1,3580848231182201510051052
9604,999999999999513,-1,"2015-12-01",0.00,1,6696196041182201512011244
4823,999999999999513,137275151756,"2016-01-28",29.49,1,4042548231182201601281349
4823,5610000872,-1,"2015-11-26",61.36,3,3799148231182201511261152
1396,999999999999513,-1,"2015-10-08",44.32,1,61986113961182201510081606
4823,999999999999142,134598667552,"2015-10-09",0.00,1,3605348231182201510091647
1396,6081506201,-1,"2015-07-22",25.79,1,61170113961182201507222009
4823,6900001425,134515595594,"2015-05-26",12.34,7,3017548231182201505261306
9604,999999999999513,-1,"2015-10-19",0.00,1,650489604118220151019943
1396,999999999999513,-1,"2015-06-16",80.28,2,60792513961182201506161531
1396,5873970193,147840230887,"2015-04-07",17.78,1,60020113961182201504071037
1396,77105810585,-1,"2015-06-09",24.01,1,60726613961182201506091731
1396,5980000021,-1,"2015-09-16",3.19,1,61735113961182201509161348
1396,6210700438,-1,"2015-10-11",24.01,1,62008013961182201510111306
9807,5760618055,-1,"2015-09-23",4.43,1,2033298075671201509231315
9604,999999999999513,-1,"2015-12-10",0.00,1,6734996041182201512101254
1396,77105810709,-1,"2015-12-22",26.68,1,62734613961182201512221029
1396,5960006059,-1,"2015-08-23",4.97,1,61495513961182201508231344
1396,6410085266,-1,"2015-07-10",1.94,1,61035613961182201507101236
1396,999999999999142,-1,"2015-10-24",0.00,1,62144013961182201510241415
1396,6369100790,-1,"2015-12-08",16.54,1,62587913961182201512081121
1396,77105880035,-1,"2015-05-07",1.58,1,60383513961182201505072028
9604,999999999999513,-1,"2015-12-17",0.00,1,6760596041182201512171221
1396,999999999999142,-1,"2015-12-15",0.00,1,62667213961182201512151844
1396,999999999999513,-1,"2015-07-14",142.38,1,61079813961182201507141559
1396,77105810211,-1,"2015-08-03",11.55,1,61271013961182201508031046
1396,999999999999513,-1,"2015-10-23",0.00,1,62138013961182201510231732
9604,999999999999513,-1,"2015-12-18",0.00,1,6765296041182201512181013
1396,999999999999142,-1,"2015-12-05",0.00,1,62566413961182201512051344
9604,999999999999513,-1,"2015-11-16",0.00,1,6629596041182201511161040
1396,999999999999513,-1,"2015-08-17",17.66,1,61426213961182201508171517
1396,6210749450,137282931883,"2015-12-29",19.56,1,62784313961182201512291111
1396,62064100074,-1,"2015-09-01",21.34,1,61580413961182201509011031
1396,999999999999513,141247434046,"2015-09-23",40.53,1,61812913961182201509231409
1396,999999999999513,-1,"2015-07-05",21.95,3,60981413961182201507051301
9807,6454130137,-1,"2015-11-27",13.33,1,2279098075671201511271157
4823,77105810409,-1,"2015-06-12",18.67,1,310124823118220150612912
9604,999999999999513,-1,"2015-12-12",0.00,1,674179604118220151212945
1396,999999999999142,-1,"2015-07-26",0.00,1,61199713961182201507261315
9604,999999999999513,-1,"2015-11-19",0.00,1,664509604118220151119939
9604,999999999999513,-1,"2015-12-07",0.00,1,671779604118220151207922
9807,999999999999513,-1,"2015-08-12",2.15,1,1887098075671201508121459
1396,77105890016,139458294515,"2015-11-05",12.71,6,62264913961182201511051552
4823,999999999999142,-1,"2016-01-08",0.00,1,3965548231182201601081425
9604,999999999999513,-1,"2016-01-18",0.00,1,6869096041182201601181002
9807,77105840003,-1,"2015-11-26",3.19,1,2277098075671201511261629
1396,999999999999142,-1,"2015-06-12",0.00,1,60756213961182201506121321
1396,999999999999142,-1,"2015-10-30",0.00,1,62203513961182201510301748
1396,999999999999513,134510995324,"2015-04-22",27.38,1,6019621396118220150422922
9807,999999999999513,-1,"2015-04-13",20.33,1,1459898075671201504131125
9604,999999999999513,-1,"2015-12-18",8.90,1,676389604118220151218633
9604,999999999999513,-1,"2015-07-21",8.90,1,631599604118220150721748
9807,5639429012,-1,"2015-11-06",27.57,1,2210198075671201511061113
1396,6700000829,-1,"2015-10-19",2.30,1,6207791396118220151019852
9604,999999999999513,-1,"2015-11-20",0.00,1,664989604118220151120653
9604,999999999999513,-1,"2016-01-19",0.00,1,6875096041182201601191358
4823,999999999999513,134530589826,"2015-04-24",26.18,1,2883948231182201504241252
