product_key,collector_key,trans_dt,store_location_key,sales,units,trans_id
77105804101,1.41179E+11,11/5/2015,6973,,1,3.16096E+25
1E+15,-1,11/24/2015,6973,,1,3.16779E+24
77105880036,1.37311E+11,4/6/2015,6973,,1,3.07369E+25
1E+15,-1,12/28/2015,6973,,1,3.18077E+25
1E+15,-1,4/29/2015,6973,,1,3.08469E+25
3660230032,-1,1/20/2016,6973,,1,3.18921E+25
87279800078,-1,7/9/2015,6973,,1,3.11573E+25
1E+15,-1,4/2/2015,6973,,2,3.07306E+25
6490040955,-1,5/25/2015,6973,,1,3.09566E+25
1E+15,-1,9/1/2015,6973,,1,3.13561E+25
1E+15,-1,10/16/2015,6973,,1,3.15337E+25
1E+15,-1,7/13/2015,6973,,1,3.1166E+24
1E+15,-1,1/27/2016,7167,,1,2.55717E+22
5770022118,-1,11/27/2015,6973,,1,3.16979E+25
1E+15,-1,12/21/2015,6973,,1,3.17851E+25
77105810883,1.37311E+11,6/12/2015,6973,,2,3.10353E+24
77105880035,-1,4/27/2015,6973,,1,3.08347E+25
1E+15,-1,11/23/2015,6973,,1,3.16757E+25
5980000003,-1,6/25/2015,6973,,1,3.11074E+25
6700000932,-1,12/4/2015,6973,,1,3.17274E+25
1E+15,-1,9/30/2015,6973,,1,3.14672E+25
5873832663,1.3947E+11,10/23/2015,6973,,1,3.15612E+25
1E+15,-1,7/7/2015,6973,,1,3.11473E+25
5849642239,-1,10/28/2015,6973,,1,3.15761E+25
1E+15,-1,10/15/2015,6973,,1,2.06617E+24
1E+15,-1,10/15/2015,6973,,1,2.07087E+24
1E+15,-1,11/25/2015,6973,,1,3.16859E+25
1E+15,-1,5/4/2015,6973,,3,3.08638E+25
1E+15,-1,12/18/2015,6973,,1,3.17802E+25
1E+15,-1,9/11/2015,6973,,1,3.13985E+25
1E+15,-1,11/12/2015,6973,,1,3.16377E+25
77904000899,-1,8/14/2015,6973,,2,3.12926E+25
6458900111,-1,1/5/2016,6973,,1,3.18272E+25
5770022995,-1,10/16/2015,6973,,1,3.15326E+25
1E+15,-1,5/13/2015,6973,,1,2.01707E+24
6170090032,1.41179E+11,10/28/2015,6973,,1,3.15783E+25
1E+15,-1,1/4/2016,6973,,1,3.18243E+25
5980000060,-1,9/1/2015,6973,,2,3.13567E+25
1E+15,-1,5/28/2015,6973,,1,3.09746E+25
1E+15,-1,11/24/2015,6973,,1,3.16822E+25
5980000011,-1,9/10/2015,6973,,4,3.13881E+24
36519732601,1.41243E+11,6/16/2015,6973,,2,3.10519E+25
5849640461,-1,7/6/2015,6973,,1,3.11407E+25
6490042414,-1,9/8/2015,6973,,1,3.13786E+25
1E+15,-1,10/13/2015,6973,,1,3.15152E+25
1E+15,-1,6/16/2015,6973,,2,3.1046E+24
1E+15,-1,7/7/2015,6973,,1,3.11466E+25
1E+15,-1,10/29/2015,6973,,1,3.15833E+25
1E+15,-1,6/15/2015,6973,,3,3.10408E+25
1E+15,-1,10/21/2015,6973,,1,3.15476E+25
1E+15,-1,11/19/2015,6973,,1,3.16658E+25
1E+15,1.37269E+11,1/29/2016,7167,,1,5.46717E+22
1E+15,-1,10/22/2015,6973,,1,3.15538E+25
1E+15,-1,1/5/2016,6973,10.88,1,3.18263E+24
1E+15,-1,9/29/2015,6973,16.41,1,3.14643E+25
1E+15,-1,1/19/2016,6973,10.88,1,3.18831E+25
5849635277,-1,1/6/2016,6973,3.36,1,3.18372E+25
1E+15,-1,10/28/2015,6973,0,1,3.15751E+25
6700000829,1.34548E+11,12/29/2015,6973,2.3,1,3.18104E+25
1E+15,-1,10/22/2015,6973,1.78,1,3.15523E+25
1E+15,-1,4/8/2015,6973,0,4,3.07453E+25
1E+15,-1,11/13/2015,6973,71.41,1,2.08057E+24
1E+15,-1,4/29/2015,6973,0,1,3.08479E+25
1E+15,-1,10/30/2015,6973,51.42,1,3.15877E+25
77105880035,-1,1/11/2016,6973,1.76,1,3.18531E+25
1E+15,-1,4/21/2015,6973,255.91,3,3.08029E+25
1E+15,-1,6/12/2015,6973,24.9,1,2.02377E+24
1E+15,-1,1/18/2016,6973,10.88,1,3.18811E+25
1E+15,-1,10/2/2015,6973,51.07,1,3.14827E+25
5980000003,-1,10/26/2015,6973,3.36,1,3.15637E+25
77105810228,-1,7/29/2015,6973,22.23,1,3.12365E+25
1E+15,-1,7/15/2015,6973,-76.52,-1,3.11797E+24
1E+15,-1,7/10/2015,6973,0,1,3.1162E+25
6202152800,1.37316E+11,10/7/2015,6973,48.04,1,3.15023E+25
1E+15,-1,1/27/2016,6973,7.32,1,3.19217E+25
6120022501,-1,5/29/2015,6973,8.53,1,3.09768E+24
6210739130,-1,1/29/2016,7167,32.02,1,4.66717E+21
5980000011,1.41298E+11,10/28/2015,6973,3.36,1,3.15784E+25
1E+15,-1,11/30/2015,6973,112.3,1,3.17018E+25
5610077433,-1,4/20/2015,6973,15.65,1,3.07952E+24
1E+15,-1,4/15/2015,6973,124.46,1,3.07816E+25
1E+15,-1,4/21/2015,6973,165.22,1,2.00657E+24
5980021692,-1,9/1/2015,6973,3.19,1,3.13591E+25
1E+15,-1,4/28/2015,6973,7.32,1,3.08416E+25
1E+15,-1,4/10/2015,6973,0,1,3.07634E+25
1E+15,1.37274E+11,1/29/2016,7167,17.43,1,5.66717E+22
1E+15,-1,7/10/2015,6973,10.75,1,2.03107E+24
1E+15,-1,5/19/2015,6973,52.85,6,3.09221E+25
5980000002,-1,4/20/2015,6973,3.19,1,3.07975E+25
77105810007,-1,11/18/2015,6973,26.98,4,3.16614E+25
77105880035,-1,5/11/2015,6973,1.58,1,3.08947E+25
1E+15,-1,11/20/2015,6973,0,1,3.16729E+25
1E+15,-1,11/23/2015,6973,7.21,1,3.16769E+25
6752000006,1.39464E+11,5/27/2015,6973,30.78,1,3.09646E+25
1E+15,-1,12/23/2015,6973,23.12,1,3.18036E+25
1E+15,-1,7/16/2015,6973,128.84,2,3.11867E+25
5980029944,-1,8/12/2015,6973,2.3,1,3.12855E+25
77105880035,-1,4/15/2015,6973,1.58,1,3.07813E+25
77105880035,-1,4/24/2015,6973,3.17,2,3.08239E+25
77105880035,-1,5/22/2015,6973,1.58,1,3.09517E+25
1E+15,-1,11/24/2015,6973,6.14,1,3.16807E+25
5980021692,-1,8/24/2015,6973,3.19,1,3.13262E+25
1E+15,-1,10/15/2015,6973,0,1,3.1529E+25
1E+15,-1,12/10/2015,6973,0,1,3.17476E+25
1E+15,-1,12/18/2015,6973,1.78,1,3.17769E+24
6458900213,-1,6/19/2015,6973,7.81,1,3.10726E+25
1E+15,-1,10/8/2015,6973,0,1,3.15043E+25
1E+15,-1,11/9/2015,6973,7.32,1,3.16231E+25
77105880035,-1,11/4/2015,6973,1.76,1,3.16034E+25
77105804099,1.34522E+11,9/1/2015,6973,23.12,1,3.13555E+24
1E+15,-1,10/14/2015,6973,0,1,3.15202E+24
5854212001,-1,5/13/2015,6973,5.86,1,3.09028E+25
6210000240,-1,11/26/2015,6973,2.3,1,3.16909E+25
1E+15,1.37268E+11,1/29/2016,7167,45.62,1,5.87717E+22
1E+15,-1,11/11/2015,6973,0,1,3.16333E+25
1E+15,-1,4/28/2015,6973,14.63,2,3.08423E+25
1E+15,-1,11/26/2015,6973,0,1,3.16952E+25
1E+15,-1,5/13/2015,6973,0,1,3.09041E+25
1E+15,-1,9/23/2015,6973,0,1,3.14378E+24
1E+15,-1,11/5/2015,6973,0,1,3.16079E+24
1E+15,-1,5/4/2015,6973,9.9,1,3.08607E+25
1E+15,-1,5/15/2015,6973,0,1,3.09098E+25
6410085268,-1,5/5/2015,6973,1.94,1,3.08694E+25
1E+15,-1,12/9/2015,6973,0,1,3.17397E+25
1E+15,-1,10/20/2015,6973,0,1,3.15428E+25
1E+15,-1,12/9/2015,6973,7.32,1,3.17417E+25
1E+15,1.37305E+11,11/12/2015,6973,20.26,1,3.16398E+25
1E+15,-1,8/18/2015,6973,-78.5,-1,3.13055E+25
1E+15,-1,8/10/2015,6973,1.78,1,2.04507E+24
41600000235,-1,8/11/2015,6973,3.56,1,3.12794E+25
1E+15,-1,12/24/2015,6973,0,1,3.18044E+25
1E+15,-1,5/13/2015,6973,61.09,1,2.01647E+24
1E+15,-1,8/10/2015,6973,0,1,3.127E+25
1E+15,-1,8/6/2015,6973,0,1,3.1261E+25
1E+15,-1,8/7/2015,6973,255.52,1,2.03987E+24
1E+15,-1,10/6/2015,6973,1.78,1,3.14917E+25
1E+15,-1,4/22/2015,6973,61.82,1,3.08161E+25
6210000240,-1,10/20/2015,6973,2.3,1,3.1543E+25
1E+15,-1,7/6/2015,6973,11.39,1,3.11369E+25
1E+15,-1,12/8/2015,6973,11.55,1,3.17351E+25
1E+15,-1,7/14/2015,6973,62.62,3,3.11743E+25
1E+15,-1,12/21/2015,6973,8.88,1,3.17902E+25
1E+15,-1,8/4/2015,6973,42.11,4,3.12531E+25
1E+15,-1,11/9/2015,6973,7.32,1,3.16216E+25
1E+15,-1,11/16/2015,6973,16.59,1,3.16496E+25
77105880035,-1,4/22/2015,6973,1.58,1,3.08159E+25
7830008109,-1,4/9/2015,6973,12.09,1,3.07552E+25
77105803795,1.39476E+11,11/25/2015,6973,24.01,1,3.16855E+25
6360167726,-1,7/16/2015,6973,39.14,1,3.11883E+25
1E+15,-1,9/23/2015,6973,7.32,1,3.14408E+25
1E+15,-1,12/29/2015,6973,7.32,1,3.18125E+25
1E+15,-1,5/29/2015,6973,0,1,3.09791E+25
1E+15,-1,4/14/2015,6973,38.96,1,3.0778E+25
1E+15,1.34585E+11,1/27/2016,7167,52.76,1,2.96717E+22
1E+15,1.37274E+11,1/28/2016,7167,234.34,1,3.51717E+22
1E+15,-1,9/9/2015,6973,17.8,1,3.13851E+25
1E+15,-1,6/9/2015,6973,0,1,3.10239E+25
72225212109,-1,9/1/2015,6973,13.3,3,3.13558E+25
1E+15,-1,12/22/2015,6973,0,1,3.17963E+25
1E+15,-1,1/27/2016,7167,27.48,1,2.85717E+22
77105880035,-1,6/16/2015,6973,1.58,1,3.10514E+25
1E+15,-1,11/12/2015,6973,0,1,3.16421E+25
1E+15,-1,11/20/2015,6973,0,1,3.16726E+25
1E+15,-1,7/30/2015,6973,3.56,2,3.12449E+25
77105890009,-1,4/22/2015,6973,85.33,6,3.08162E+25
1E+15,-1,11/18/2015,6973,1.78,1,3.16609E+25
1E+15,1.34588E+11,1/25/2016,7167,25.88,1,6.57167E+21
1E+15,-1,12/22/2015,6973,0,1,3.17971E+25
1E+15,-1,12/18/2015,6973,0,1,3.17782E+25
6360108701,1.3949E+11,12/30/2015,6973,48.93,1,3.18141E+25
1E+15,-1,4/2/2015,6973,22.87,7,3.07323E+25
1E+15,-1,12/21/2015,6973,312.16,1,3.17861E+25
1E+15,-1,11/13/2015,6973,19.56,1,3.16458E+25
1E+15,-1,11/6/2015,6973,0,1,3.16201E+25
77105810163,1.37311E+11,10/13/2015,6973,27.73,2,3.15194E+25
1E+15,1.41124E+11,9/29/2015,6973,7.32,1,3.14646E+25
1E+15,-1,10/15/2015,6973,99.75,1,2.07077E+24
77105810584,-1,10/28/2015,6973,16,1,3.15742E+25
1E+15,-1,1/5/2016,6973,0,1,3.18286E+25
6081500705,-1,10/14/2015,6973,11.2,1,3.15204E+24
1E+15,-1,1/21/2016,6973,10.88,1,3.19047E+25
1E+15,-1,5/25/2015,6973,368.44,1,3.09557E+25
1E+15,-1,7/8/2015,6973,0,1,3.11495E+25
1E+15,-1,5/27/2015,6973,3.56,2,3.09699E+25
1E+15,-1,9/15/2015,6973,1.78,1,3.14134E+25
1E+15,-1,5/5/2015,6973,7.32,1,3.08661E+25
1E+15,-1,12/15/2015,6973,0,1,3.17635E+25
1E+15,-1,12/4/2015,6973,0,1,3.17268E+25
1E+15,-1,10/26/2015,6973,1.78,1,3.1565E+25
1E+15,-1,1/6/2016,6973,1.78,1,3.18342E+25
1E+15,-1,11/13/2015,6973,0,1,3.16443E+25
1E+15,-1,1/4/2016,6973,0,1,3.18242E+25
1E+15,-1,1/7/2016,6973,2.17,1,3.18426E+25
1E+15,-1,5/11/2015,6973,110.88,1,3.08919E+25
6230001938,-1,9/25/2015,6973,17.78,1,3.14537E+25
1E+15,-1,7/28/2015,6973,0,2,3.12328E+25
1E+15,-1,12/4/2015,6973,7.32,1,3.17278E+25
5610010281,1.39477E+11,10/28/2015,6973,8.49,3,3.15774E+25
1E+15,-1,8/6/2015,6973,0.87,1,3.12605E+25
1E+15,-1,7/6/2015,6973,39.18,3,3.11347E+24
5770033148,-1,4/30/2015,6973,3.19,1,3.08533E+25
6490040965,-1,9/28/2015,6973,4.08,1,3.14581E+25
1E+15,-1,9/9/2015,6973,36.63,1,3.13828E+25
1E+15,-1,4/21/2015,6973,104.17,1,2.00527E+24
5899700006,-1,10/13/2015,6973,4.97,1,3.15176E+25
1E+15,-1,7/9/2015,6973,36.58,5,3.11549E+24
1E+15,-1,6/23/2015,6973,0,1,3.10948E+25
1E+15,-1,12/10/2015,6973,0,1,3.17461E+25
77105880035,-1,1/25/2016,6973,1.76,1,3.19127E+25
5770022648,-1,11/18/2015,6973,4.97,1,3.1662E+25
1E+15,-1,4/29/2015,6973,0,2,3.08459E+25
77703400038,-1,5/4/2015,6973,4.2,4,3.0863E+25
1E+15,-1,1/15/2016,6973,22.52,1,2.10457E+24
6490007069,-1,4/22/2015,6973,1.76,1,3.08083E+25
1E+15,-1,1/15/2016,6973,0,1,3.18732E+25
1E+15,-1,10/2/2015,6973,0,1,3.14823E+25
1E+15,-1,8/31/2015,6973,91.65,1,3.13532E+25
1E+15,-1,6/12/2015,6973,101.55,1,2.02177E+24
5565630205,-1,9/22/2015,6973,9.77,1,3.14333E+25
1E+15,-1,1/5/2016,6973,2.17,1,3.18282E+25
5650012025,-1,4/9/2015,6973,14.22,1,3.07551E+25
1E+15,-1,4/16/2015,6973,0,2,3.07871E+25
1E+15,-1,11/20/2015,6973,0,1,3.16718E+25
1E+15,-1,12/21/2015,6973,15.18,1,3.17912E+25
1E+15,-1,11/18/2015,6973,0,1,3.16628E+25
1E+15,1.39477E+11,11/19/2015,6973,2.17,1,3.16691E+25
6260096190,-1,6/9/2015,6973,32.02,1,3.10187E+24
1E+15,-1,10/9/2015,6973,0,1,3.15103E+25
1E+15,-1,12/23/2015,6973,7.32,1,3.18018E+25
1E+15,-1,10/20/2015,6973,2.17,1,3.15442E+25
6700000829,-1,6/24/2015,6973,2.12,1,3.11027E+25
5770062821,1.41179E+11,11/2/2015,6973,10.66,1,3.15926E+25
1E+15,-1,1/26/2016,7167,23.67,1,1.62717E+22
1E+15,-1,10/13/2015,6973,0,1,3.15178E+25
1E+15,-1,10/13/2015,6973,0,1,3.15161E+25
1E+15,-1,1/28/2016,7167,6.37,1,3.70717E+22
1E+15,-1,11/13/2015,6973,0,1,3.16461E+25
1E+15,-1,11/9/2015,6973,0,1,3.16254E+25
1E+15,-1,3/31/2015,6973,7.32,1,3.07156E+25
1E+15,-1,11/16/2015,6973,10.68,1,3.16499E+25
1E+15,-1,4/21/2015,6973,0,1,3.07997E+25
1E+15,-1,10/30/2015,6973,0,-1,3.15881E+25
5980000003,-1,7/10/2015,6973,6.37,2,3.11602E+25
1E+15,-1,10/15/2015,6973,162.55,1,2.06877E+24
1E+15,-1,5/27/2015,6973,0,1,3.09647E+25
3600019703,-1,6/24/2015,6973,48.04,1,3.11004E+25
1E+15,-1,10/16/2015,6973,2.12,1,3.15323E+25
6672100298,-1,8/24/2015,6973,7.1,1,3.13248E+25
1E+15,-1,11/27/2015,6973,10.38,1,3.16994E+25
1E+15,-1,11/23/2015,6973,2.17,1,3.16767E+25
1E+15,-1,1/21/2016,6973,0,1,3.19047E+25
1E+15,-1,1/7/2016,6973,56.76,1,3.18447E+25
1E+15,-1,7/10/2015,6973,0,1,3.11625E+25
1E+15,-1,9/8/2015,6973,0,1,3.13775E+25
1E+15,-1,12/21/2015,6973,0,1,3.17919E+25
5980000003,-1,7/14/2015,6973,3.19,1,3.11712E+25
1E+15,-1,10/15/2015,6973,71.75,1,2.06677E+24
77703400038,1.40203E+11,6/24/2015,6973,1.05,1,3.11013E+25
1E+15,-1,7/3/2015,6973,0,1,3.1133E+25
1E+15,-1,9/16/2015,6973,7.32,1,3.14186E+25
1E+15,-1,11/24/2015,6973,0,1,2.08327E+23
1E+15,-1,10/19/2015,6973,40.07,1,3.15379E+25
1E+15,-1,12/8/2015,6973,2.12,1,3.17368E+25
1E+15,-1,8/14/2015,6973,8.24,1,3.12912E+25
5559944011,-1,5/1/2015,6973,16,1,3.08561E+25
1E+15,-1,5/14/2015,6973,1.78,1,3.09083E+25
1E+15,-1,8/13/2015,6973,0,1,3.12893E+25
1E+15,-1,6/12/2015,6973,51.21,1,2.02557E+24
1E+15,-1,4/6/2015,6973,0,4,3.0738E+25
1E+15,-1,6/3/2015,6973,0,2,3.09945E+24
77105810161,-1,11/10/2015,6973,17.78,1,3.16272E+24
1E+15,-1,4/29/2015,6973,7.32,1,3.08461E+25
1E+15,-1,6/18/2015,6973,0,1,3.10686E+25
5980000002,-1,4/20/2015,6973,3.19,1,3.07964E+25
9243780050,1.39476E+11,4/9/2015,6973,8.1,1,3.07537E+25
1E+15,-1,10/29/2015,6973,0,1,3.15821E+25
77105810780,-1,5/4/2015,6973,29.35,1,3.08646E+25
5980000060,-1,10/22/2015,6973,3.36,1,3.15529E+25
1E+15,-1,1/28/2016,7167,26.82,1,3.60717E+22
1E+15,-1,12/9/2015,6973,76.93,1,2.09237E+23
77105810122,-1,4/13/2015,6973,15.11,1,3.07664E+24
1E+15,-1,9/21/2015,6973,53.92,1,3.14309E+25
1E+15,-1,11/24/2015,6973,7.32,1,3.16787E+24
7478000073,1.3947E+11,6/17/2015,6973,6.73,2,3.10605E+25
1E+15,-1,4/29/2015,6973,0,1,3.08493E+25
1E+15,-1,11/13/2015,6973,0,1,3.16437E+25
1E+15,-1,6/23/2015,6973,8.88,1,3.10963E+25
1E+15,-1,10/26/2015,6973,0,1,3.15633E+25
1E+15,-1,9/17/2015,6973,0,1,3.14195E+24
1E+15,1.3947E+11,1/7/2016,6973,10.57,1,3.18432E+25
1E+15,-1,1/28/2016,6973,4.95,1,3.19276E+25
1E+15,-1,12/29/2015,6973,51.21,1,3.181E+24
1E+15,-1,11/23/2015,6973,0,1,3.16746E+25
1E+15,-1,11/13/2015,6973,64.49,1,2.07817E+24
77105810392,-1,7/21/2015,6973,22.23,1,3.12007E+25
5980000021,-1,12/10/2015,6973,3.36,1,3.17446E+25
77105880035,-1,11/10/2015,6973,1.76,1,3.16301E+25
1E+15,-1,9/22/2015,6973,222.07,1,2.06147E+23
1E+15,-1,12/8/2015,6973,0,1,3.17336E+25
1E+15,-1,8/28/2015,6973,1.78,1,3.13465E+25
1E+15,-1,11/6/2015,6973,14.69,1,3.16178E+25
5854208020,-1,8/28/2015,6973,7.21,1,3.13466E+25
1E+15,-1,9/14/2015,6973,0,1,3.14045E+25
1E+15,-1,12/22/2015,6973,7.32,1,3.17937E+24
1E+15,-1,5/27/2015,6973,0,2,3.09645E+25
1E+15,-1,9/23/2015,6973,0,1,3.14407E+25
77105880163,1.37311E+11,10/8/2015,6973,8.53,1,3.15067E+25
1E+15,-1,9/21/2015,6973,7.32,1,3.14293E+25
1E+15,-1,12/11/2015,6973,0,1,3.17508E+25
