collector_key,trans_dt,store_location_key,product_key,sales,units,trans_id
-1,"2015-12-10",9604,999999999999513,0.00,1,6732796041182201512101011
134506730140,"2015-10-23",1396,999999999999142,0.00,1,62132613961182201510231249
-1,"2015-12-22",9604,999999999999513,0.00,1,6779796041182201512221517
-1,"2015-11-30",9604,999999999999513,0.00,1,668779604118220151130912
-1,"2015-09-10",4823,999999999999513,0.00,1,3479448231182201509101304
-1,"2015-06-07",1396,999999999999513,0.00,1,60700413961182201506071500
-1,"2015-10-09",1396,999999999999513,155.52,1,61996013961182201510091352
-1,"2015-08-13",1396,999999999999513,7.01,1,61390113961182201508131455
-1,"2015-05-29",1396,6009326570,19.56,1,60609913961182201505291146
-1,"2015-03-31",4823,999999999999513,0.00,1,2772548231182201503311350
139519041189,"2015-05-06",1396,77105880125,1.76,1,60364413961182201505061619
-1,"2016-01-16",1396,999999999999513,0.00,1,62967513961182201601161013
-1,"2015-08-20",9807,999999999999513,7.65,1,1914898075671201508201622
-1,"2015-11-11",9604,999999999999513,0.00,1,660459604118220151111825
134515595594,"2015-09-23",4823,77105880061,6.21,1,3530248231182201509231148
-1,"2015-10-27",4823,999999999999513,0.00,1,3672648231182201510271310
-1,"2015-06-05",1396,999999999999142,0.00,1,60686613961182201506051320
-1,"2015-04-05",1396,999999999999142,0.00,1,60004213961182201504051121
-1,"2015-10-15",1396,999999999999513,1.78,1,62047013961182201510151142
-1,"2015-12-29",9604,999999999999513,8.90,1,679609604118220151229806
-1,"2015-08-21",9807,999999999999142,0.00,1,1917998075671201508211309
141154004799,"2015-09-17",4823,999999999999513,61.80,1,3506548231182201509171408
-1,"2015-12-19",9604,999999999999513,13.76,1,6767496041182201512191003
-1,"2015-11-10",9604,999999999999513,0.00,1,6596896041182201511101016
-1,"2015-04-29",1396,5849632873,3.19,1,60285413961182201504291812
-1,"2015-08-20",4823,999999999999513,28.87,1,3394248231182201508201351
-1,"2016-01-22",1396,77105860148,5.32,1,63034113961182201601221504
-1,"2015-05-04",1396,77105810242,13.87,1,6032401396118220150504922
-1,"2015-12-11",9604,999999999999513,0.00,1,673879604118220151211815
-1,"2015-12-22",9604,999999999999513,0.00,1,677569604118220151222842
-1,"2015-11-27",9604,999999999999513,0.00,1,668059604118220151127945
139445093521,"2015-12-21",1396,6210000000,5.32,1,62726213961182201512211447
-1,"2015-12-27",9604,999999999999513,0.00,1,679029604118220151227939
-1,"2015-10-30",9807,999999999999513,6.80,1,217959807567120151030844
-1,"2015-10-27",9604,999999999999513,0.00,1,653509604118220151027943
-1,"2015-08-14",1396,999999999999513,148.72,1,61401813961182201508141416
-1,"2015-04-02",1396,999999999999513,0.00,2,59989513961182201504021719
-1,"2015-05-28",1396,6700000174,3.54,1,60603913961182201505281646
134461800356,"2015-12-11",1396,6490040956,3.54,1,62627313961182201512111443
-1,"2015-08-27",4823,999999999999513,0.00,1,3422848231182201508271035
-1,"2015-09-25",1396,999999999999142,0.00,1,61843513961182201509251732
-1,"2015-09-15",1396,77105880045,2.65,1,61727213961182201509151646
-1,"2015-11-10",9604,999999999999513,0.00,1,6599096041182201511101210
-1,"2015-03-31",1396,77105880035,1.58,1,59953013961182201503311235
-1,"2015-07-16",1396,999999999999513,36.15,1,61102313961182201507161346
-1,"2015-09-16",9807,5559943715,23.12,1,2007698075671201509161154
-1,"2015-07-18",1396,999999999999513,7.32,1,61120813961182201507181011
-1,"2015-04-17",1396,6210000134,4.61,1,60154013961182201504171517
-1,"2015-10-15",9807,999999999999513,36.99,1,2120098075671201510151600
-1,"2016-01-04",9604,999999999999513,0.00,1,6817596041182201601041202
-1,"2015-06-23",9807,5621998229,51.60,1,1716998075671201506231406
-1,"2015-11-20",9604,999999999999513,0.00,1,6653596041182201511201333
-1,"2015-08-14",4823,999999999999513,9.79,1,3370948231182201508141411
-1,"2015-08-09",1396,999999999999513,140.64,1,61338413961182201508091048
-1,"2015-04-28",1396,77105880037,2.30,1,60262513961182201504281028
-1,"2015-07-17",1396,999999999999513,91.44,1,61117313961182201507171540
-1,"2015-12-22",9604,999999999999513,0.00,1,6779296041182201512221359
-1,"2015-10-07",1396,77141200003,4.24,1,61966713961182201510071040
-1,"2015-12-31",1396,6890000013,2.30,1,62815513961182201512311357
-1,"2015-10-19",9604,999999999999513,0.00,1,650499604118220151019955
-1,"2016-01-04",9807,83215400001,158.42,1,2396098075671201601041352
-1,"2015-04-21",9807,5621932410,30.24,1,1496198075671201504211325
-1,"2015-12-10",9604,999999999999513,0.00,1,6736096041182201512101438
-1,"2015-09-02",4823,5490000029,1.76,1,3448248231182201509021201
-1,"2015-08-27",9807,999999999999513,44.80,1,1940798075671201508271548
-1,"2015-10-22",9604,999999999999513,0.00,1,651799604118220151022956
137775494549,"2015-10-15",4823,999999999999513,5.80,1,361794823118220151015909
-1,"2015-11-24",1396,999999999999513,217.62,1,62449313961182201511241544
139482038795,"2016-01-18",4823,999999999999513,58.53,1,3999048231182201601181452
-1,"2015-12-07",9807,999999999999513,3.56,1,231179807567120151207856
-1,"2015-12-11",9604,999999999999513,0.00,1,673879604118220151211815
-1,"2015-08-31",4823,999999999999513,30.67,1,3437448231182201508311446
-1,"2015-08-14",9604,999999999999513,23.12,1,6362896041182201508141242
-1,"2015-06-01",1396,77105890007,0.87,1,6062711396118220150601940
-1,"2015-10-30",1396,999999999999513,9.95,1,62200913961182201510301433
-1,"2015-12-11",9807,999999999999513,5.45,1,2334598075671201512111119
139481581803,"2015-05-06",1396,6120008443,3.36,1,60362613961182201505061458
141334108482,"2015-12-18",4823,999999999999513,7.10,1,389024823118220151218910
-1,"2016-01-13",9604,999999999999513,0.00,1,6855596041182201601131450
139447016485,"2015-04-13",4823,999999999999513,46.10,2,2831048231182201504131601
-1,"2015-10-29",1396,5849682960,12.74,4,62186313961182201510291206
-1,"2015-04-05",9604,999999999999513,12.46,1,6118296041182201504051034
-1,"2015-08-09",1396,999999999999513,0.00,1,61338613961182201508091122
-1,"2015-12-17",9604,999999999999513,0.00,1,6760596041182201512171221
-1,"2015-05-15",4823,999999999999142,0.00,1,2982248231182201505151502
-1,"2015-05-22",1396,6700000463,4.97,1,60531813961182201505221023
-1,"2015-10-20",4823,5770022118,4.08,1,363824823118220151020954
-1,"2015-04-25",1396,999999999999513,0.00,1,60235813961182201504251242
-1,"2015-11-12",9807,77105811087,24.01,1,222379807567120151112856
-1,"2015-07-16",1396,77105810506,9.77,1,61101713961182201507161318
137269101935,"2015-06-16",4823,999999999999513,232.15,2,3117848231182201506161410
-1,"2015-06-01",9807,999999999999513,24.24,1,1646698075671201506011241
-1,"2015-11-10",9604,999999999999513,0.00,1,6598096041182201511101109
-1,"2015-11-13",1396,999999999999513,0.00,1,62343513961182201511131340
-1,"2015-08-21",1396,999999999999142,0.00,1,61480313961182201508211305
-1,"2015-12-02",9807,4138822031,6.21,1,2297198075671201512021006
134599141616,"2015-06-24",4823,6800079282,2.83,1,3153948231182201506241440
-1,"2015-09-07",1396,6800001233,3.19,1,61638313961182201509071218
-1,"2015-10-06",1396,999999999999513,19.01,1,61958613961182201510061445
141164751331,"2015-11-09",1396,5980000011,3.36,1,62294913961182201511091454
-1,"2015-08-13",4823,999999999999513,0.00,1,3365148231182201508131417
-1,"2015-04-21",4823,5770062252,2.83,1,2866048231182201504211245
134511575117,"2015-04-14",4823,999999999999513,31.01,1,2833448231182201504141101
-1,"2015-04-24",9604,999999999999513,8.90,1,6159896041182201504241345
-1,"2015-05-05",1396,6210000000,4.97,1,60342513961182201505051047
-1,"2015-06-25",1396,999999999999513,7.32,1,60886413961182201506251048
141216773515,"2015-12-17",1396,77105880047,3.19,1,62691913961182201512171543
141172087745,"2015-08-28",4823,999999999999142,0.00,1,3433348231182201508281534
-1,"2015-10-30",4823,999999999999513,0.00,1,3689348231182201510301011
-1,"2015-10-28",9604,999999999999513,0.00,1,6542696041182201510281210
-1,"2015-05-26",1396,77105890009,14.22,1,60577813961182201505261634
-1,"2015-04-22",4823,999999999999513,0.00,1,2873848231182201504221608
-1,"2015-11-04",4823,77105880035,4.22,3,3711848231182201511041124
-1,"2015-11-27",9604,999999999999513,0.00,1,6681596041182201511271041
-1,"2015-05-28",1396,999999999999513,16.32,1,60596313961182201505281028
134504372376,"2015-04-20",4823,999999999999513,0.00,2,2859148231182201504201401
-1,"2015-11-15",9604,999999999999513,0.00,1,6626396041182201511151022
137773550141,"2015-05-26",4823,77105810389,34.69,1,3019248231182201505261535
-1,"2015-12-10",9604,999999999999513,0.00,1,6734796041182201512101243
-1,"2015-12-04",4823,999999999999142,0.00,1,3840248231182201512041603
-1,"2015-12-07",1396,999999999999513,0.00,1,62579913961182201512071537
-1,"2015-12-16",1396,999999999999513,0.00,1,62671413961182201512161137
-1,"2015-06-29",4823,5610000872,39.12,2,3169248231182201506291056
-1,"2015-10-01",1396,77105811194,4.43,1,61906213961182201510011325
134550134225,"2015-04-30",1396,77105802549,8.53,1,60297813961182201504301724
142810638272,"2015-09-09",4823,999999999999513,0.00,1,346874823118220150909952
-1,"2015-04-02",9807,999999999999513,5.87,1,1436998075671201504021528
-1,"2015-09-30",1396,999999999999513,10.66,1,61892113961182201509301544
-1,"2015-12-04",9807,77105810242,13.33,1,2307198075671201512041013
141267504034,"2015-04-11",1396,999999999999142,0.00,1,60079413961182201504111225
-1,"2016-01-04",9604,999999999999513,0.00,1,6818596041182201601041339
-1,"2015-12-01",9604,999999999999513,0.00,1,6698596041182201512011553
-1,"2015-12-16",9604,999999999999513,0.00,1,675559604118220151216858
-1,"2015-11-12",9807,77105811190,4.43,1,2224698075671201511121213
-1,"2015-06-03",1396,999999999999513,69.03,3,60661413961182201506031639
134508093374,"2015-04-28",4823,999999999999513,0.00,1,2895048231182201504281113
137308189264,"2015-04-17",4823,999999999999513,12.89,1,2856048231182201504171642
-1,"2015-10-27",9604,999999999999513,4.90,1,6538496041182201510271431
-1,"2015-12-10",9604,999999999999513,8.90,1,673259604118220151210959
-1,"2015-11-10",9807,77105810640,12.09,1,2221298075671201511101200
-1,"2016-01-18",9604,999999999999513,0.00,1,6869096041182201601181002
-1,"2015-07-27",9807,999999999999513,1.28,1,1830198075671201507271003
-1,"2015-11-01",1396,999999999999142,0.00,1,62214513961182201511011510
-1,"2015-04-14",1396,999999999999513,15.27,1,60108613961182201504141212
-1,"2015-07-15",1396,77105880046,2.65,1,61089013961182201507151318
-1,"2015-08-01",1396,6700000829,4.24,2,61264013961182201508011120
-1,"2015-06-05",4823,999999999999142,0.00,1,306874823118220150605918
-1,"2015-05-15",1396,999999999999142,0.00,1,60469313961182201505151727
-1,"2015-11-24",9604,999999999999513,0.00,1,666489604118220151124956
-1,"2015-07-09",9807,999999999999513,78.23,8,1777898075671201507091543
-1,"2016-01-09",1396,999999999999513,0.00,1,62901013961182201601091113
-1,"2015-10-23",9807,999999999999142,0.00,1,2154198075671201510231556
-1,"2015-12-08",9604,999999999999513,0.00,1,672159604118220151208913
-1,"2015-05-01",1396,999999999999513,0.00,1,60306813961182201505011414
-1,"2015-12-28",9604,999999999999513,0.00,1,6793796041182201512281244
-1,"2015-04-13",1396,77105810396,26.68,1,60099313961182201504131558
-1,"2015-09-18",9807,77105810382,12.44,1,201529807567120150918841
-1,"2015-09-08",9604,999999999999513,8.90,1,641049604118220150908833
-1,"2015-10-14",1396,77105880035,1.76,1,62036013961182201510141406
134413126813,"2015-04-05",1396,77105810103,16.00,1,60004513961182201504051208
134564945232,"2015-11-25",1396,77105880035,1.76,1,62457713961182201511251105
-1,"2015-04-25",1396,77105880035,1.58,1,60235013961182201504251144
-1,"2015-12-14",1396,6210790503,39.14,1,62652313961182201512141658
-1,"2015-12-10",9604,999999999999513,0.00,1,6735096041182201512101257
-1,"2015-07-03",1396,999999999999142,0.00,1,60968713961182201507031603
-1,"2015-09-28",1396,999999999999513,18.39,1,61870813961182201509282046
-1,"2015-07-22",1396,999999999999513,1.78,1,61166113961182201507221537
-1,"2015-08-28",1396,999999999999142,0.00,1,61549313961182201508281446
-1,"2015-08-27",1396,999999999999513,0.00,1,61535813961182201508271336
137312918445,"2015-05-26",1396,5770071109,2.83,1,60576613961182201505261547
-1,"2015-05-21",1396,6700011180,3.72,1,60529413961182201505211843
-1,"2015-12-04",9604,999999999999513,0.00,1,671229604118220151204847
-1,"2015-07-20",4823,77663910001,1.98,1,3258548231182201507201208
-1,"2015-10-22",9604,999999999999513,0.00,1,6518396041182201510221203
-1,"2015-06-29",9807,6210700506,46.26,1,173769807567120150629945
-1,"2015-11-25",1396,999999999999513,0.00,1,62462513961182201511251518
-1,"2015-04-17",1396,999999999999142,0.00,1,6014391396118220150417855
-1,"2015-09-30",1396,999999999999513,217.62,1,61887013961182201509301137
134520625411,"2015-08-12",4823,999999999999513,0.00,1,3358148231182201508121338
-1,"2016-01-08",9604,999999999999513,0.00,1,683609604118220160108718
-1,"2015-06-16",1396,999999999999513,0.00,1,60788613961182201506161249
-1,"2015-09-11",1396,77105880163,7.99,1,61690913961182201509111650
141334106710,"2015-04-27",4823,1660000087,1.58,1,2888748231182201504271112
-1,"2015-10-01",1396,6800079282,3.19,1,6189901396118220151001959
137320409807,"2016-01-12",1396,6210700420,17.78,1,62929513961182201601121702
-1,"2015-06-18",1396,38290046901,9.95,1,60817813961182201506181552
-1,"2015-09-30",9807,999999999999513,56.75,1,2062098075671201509301211
-1,"2015-11-16",9807,6260095306,20.45,1,2233598075671201511161103
139519192126,"2015-11-23",1396,5980000011,3.36,1,62437413961182201511231539
139448304744,"2015-07-21",1396,999999999999142,0.00,1,61151413961182201507211524
137308989848,"2015-09-21",1396,5660000039,3.19,1,61785013961182201509211442
-1,"2016-01-30",1396,999999999999513,5.73,1,63117013961182201601301550
-1,"2015-12-05",9604,999999999999513,0.00,1,6714096041182201512051011
-1,"2015-12-14",4823,999999999999513,0.00,1,3873248231182201512141437
-1,"2015-09-15",1396,6700000462,4.97,1,61724913961182201509151440
141159799464,"2016-01-05",1396,6890000032,11.55,1,62851613961182201601051238
-1,"2015-10-22",4823,6900001425,1.94,1,3653348231182201510221152
-1,"2015-11-03",1396,6490040838,9.93,2,62242013961182201511031859
-1,"2015-12-07",1396,999999999999513,1.76,1,62574013961182201512071034
134504372376,"2015-12-22",4823,999999999999513,0.00,1,3911748231182201512221537
140205185902,"2015-08-04",1396,77105810095,39.14,1,61290713961182201508041857
-1,"2015-12-29",9604,999999999999513,0.00,1,6798496041182201512291325
137292699615,"2015-05-19",4823,5770021957,2.83,1,2986648231182201505191434
-1,"2015-10-16",9807,999999999999513,4.65,1,2125698075671201510161439
-1,"2015-05-05",1396,6041001801,2.65,1,60351213961182201505051635
-1,"2015-08-27",9604,999999999999513,8.90,1,6389396041182201508271131
-1,"2015-12-09",1396,999999999999513,0.00,1,62598713961182201512091019
139469669874,"2015-12-22",1396,999999999999142,0.00,1,62738513961182201512221212
-1,"2015-12-10",9604,999999999999513,0.00,1,6737596041182201512101824
-1,"2015-05-26",1396,999999999999513,0.00,1,6056621396118220150526904
-1,"2015-11-05",9604,999999999999513,7.51,1,657189604118220151105824
-1,"2015-04-16",1396,6024525054,42.70,1,60135913961182201504161328
-1,"2015-07-06",1396,999999999999513,0.00,2,60988213961182201507061342
-1,"2015-05-20",1396,999999999999513,0.00,1,60512413961182201505201848
-1,"2015-07-24",1396,77105880051,2.65,1,61191313961182201507241750
-1,"2015-05-06",1396,77105880035,1.58,1,60368013961182201505062024
-1,"2015-12-21",1396,999999999999513,41.65,1,62720513961182201512211141
-1,"2015-08-31",4823,5980000021,2.83,1,3439448231182201508311633
-1,"2015-09-10",1396,78616265003,5.32,1,61670013961182201509101008
-1,"2015-10-22",9604,999999999999513,0.00,1,651769604118220151022933
-1,"2016-01-20",1396,77105880035,1.76,1,63009013961182201601201343
134590736097,"2015-09-08",1396,62233723030,31.13,1,61655813961182201509081745
134515595594,"2015-12-11",4823,6900001425,11.64,6,3868648231182201512111619
-1,"2015-09-04",4823,999999999999513,0.00,1,3457648231182201509041052
-1,"2016-01-18",9604,999999999999513,0.00,1,6869096041182201601181002
-1,"2015-12-19",9604,999999999999513,0.00,1,676709604118220151219926
-1,"2015-12-30",1396,999999999999513,0.00,1,62806613961182201512301917
-1,"2015-10-07",9807,999999999999513,92.42,1,2092598075671201510071603
-1,"2015-08-05",1396,7339000016,3.01,1,61303113961182201508051733
-1,"2015-07-27",1396,999999999999513,11.45,1,61204213961182201507271117
-1,"2015-12-11",1396,6800000228,3.36,1,62628613961182201512111631
139503644209,"2016-01-27",4823,999999999999513,28.18,1,4036048231182201601271305
-1,"2015-09-30",9807,999999999999513,9.97,1,2064398075671201509301452
-1,"2015-11-21",1396,5610010281,2.83,1,62420113961182201511211049
134517860724,"2015-10-02",1396,6700000486,5.32,1,6191411396118220151002929
-1,"2015-08-10",1396,999999999999513,0.00,1,61355113961182201508101734
137270898191,"2015-09-17",4823,999999999999513,0.00,1,3504748231182201509171214
-1,"2015-10-27",1396,999999999999513,68.64,1,62171813961182201510271732
-1,"2015-11-27",9604,999999999999513,0.00,1,6682096041182201511271257
-1,"2015-10-14",1396,999999999999513,5.64,1,62042013961182201510141833
-1,"2015-06-08",9604,999999999999513,8.90,1,6242396041182201506081236
-1,"2015-12-09",1396,6880017012,10.66,1,62606513961182201512091901
-1,"2015-06-23",9604,999999999999513,62.30,7,6268796041182201506231046
137263876981,"2015-08-14",4823,999999999999513,85.96,1,3370848231182201508141348
-1,"2015-11-10",9604,999999999999513,0.00,1,6602096041182201511101607
137320409807,"2015-06-17",1396,77105880046,2.65,1,60801013961182201506171115
-1,"2015-10-22",4823,999999999999513,0.00,1,365054823118220151022904
137763659791,"2015-07-21",1396,999999999999513,7.32,1,61149013961182201507211410
134415608855,"2015-07-28",4823,999999999999513,0.00,1,3298848231182201507281420
-1,"2015-07-26",1396,999999999999142,0.00,1,61201213961182201507261530
-1,"2015-10-01",1396,999999999999513,7.32,1,61903413961182201510011146
134452529326,"2015-11-04",4823,5610000543,42.70,1,3714048231182201511041448
-1,"2015-12-22",9604,999999999999513,0.00,1,677629604118220151222926
-1,"2015-12-22",9604,999999999999513,0.00,1,6779296041182201512221359
-1,"2015-12-08",1396,999999999999513,0.00,1,62588413961182201512081136
-1,"2015-03-31",9807,999999999999513,196.67,1,142229807567120150331947
-1,"2015-08-07",1396,999999999999513,8.85,1,61324413961182201508071145
-1,"2015-11-28",9604,999999999999513,0.00,1,6683396041182201511281031
-1,"2015-12-04",9807,5770023220,3.01,1,230609807567120151204922
-1,"2015-04-02",1396,999999999999513,0.00,6,59987313961182201504021551
-1,"2015-07-25",1396,999999999999142,0.00,1,61194313961182201507251103
142810638272,"2015-10-08",4823,999999999999513,0.00,1,3596148231182201510081038
-1,"2015-10-30",1396,999999999999142,0.00,1,62202413961182201510301603
-1,"2015-10-21",1396,77141200003,4.24,1,62105313961182201510211219
-1,"2015-08-12",1396,999999999999513,43.18,1,61377813961182201508121501
-1,"2015-12-21",1396,999999999999513,0.00,1,62724013961182201512211338
-1,"2015-12-05",9604,999999999999513,0.00,1,6714096041182201512051011
141298267696,"2015-05-08",1396,77105880046,2.47,1,60397013961182201505081947
-1,"2015-07-26",1396,999999999999513,5.34,1,61201213961182201507261530
-1,"2015-07-25",1396,999999999999142,0.00,1,61195213961182201507251138
-1,"2015-12-31",1396,999999999999513,0.00,1,62815513961182201512311357
-1,"2015-06-18",1396,77105810443,13.87,1,60820013961182201506181756
-1,"2015-04-24",1396,999999999999513,205.31,2,60231813961182201504241748
-1,"2015-04-30",1396,5770041657,3.19,1,60295813961182201504301516
-1,"2015-11-21",1396,6210000000,10.64,2,62419613961182201511211024
-1,"2015-07-14",1396,999999999999513,1.76,1,61074713961182201507141208
-1,"2015-12-08",9604,999999999999513,0.00,1,6727296041182201512081804
-1,"2015-11-23",1396,999999999999134,7.10,1,62432813961182201511231134
-1,"2015-11-24",9604,999999999999513,0.00,1,6665896041182201511241158
-1,"2015-06-22",1396,999999999999513,0.00,1,6084141396118220150622834
141254531588,"2015-06-26",1396,6800079282,3.19,1,60906313961182201506261746
141328689088,"2015-12-29",1396,5960006064,11.71,2,62789213961182201512291557
-1,"2015-09-14",9807,999999999999513,1422.58,1,1999898075671201509141701
137269225116,"2015-04-14",4823,6210705525,24.90,1,2834148231182201504141158
-1,"2015-09-22",1396,5770022997,3.19,1,61805413961182201509222049
-1,"2015-06-12",1396,78616265003,5.32,1,60759213961182201506121617
-1,"2015-08-19",9807,4138822031,6.21,1,1908698075671201508191209
-1,"2015-08-18",9604,999999999999513,8.90,1,6370396041182201508181310
-1,"2015-08-13",9807,999999999999513,7.21,1,188849807567120150813810
141145894512,"2015-08-01",1396,77105810465,12.09,1,61266513961182201508011531
-1,"2015-11-23",1396,999999999999513,40.92,1,62434813961182201511231317
141189929546,"2015-12-21",4823,999999999999513,6.37,1,3898448231182201512211003
-1,"2016-01-08",9604,999999999999513,0.00,1,6837596041182201601081040
-1,"2015-07-07",4823,77105880168,4.43,1,3206548231182201507071336
134452529326,"2015-11-04",4823,5980048282,9.42,1,3714048231182201511041448
-1,"2015-10-05",4823,77663910001,1.98,1,3580848231182201510051052
-1,"2015-12-01",9604,999999999999513,0.00,1,6696196041182201512011244
137275151756,"2016-01-28",4823,999999999999513,29.49,1,4042548231182201601281349
-1,"2015-11-26",4823,5610000872,61.36,3,3799148231182201511261152
-1,"2015-10-08",1396,999999999999513,44.32,1,61986113961182201510081606
134598667552,"2015-10-09",4823,999999999999142,0.00,1,3605348231182201510091647
-1,"2015-07-22",1396,6081506201,25.79,1,61170113961182201507222009
134515595594,"2015-05-26",4823,6900001425,12.34,7,3017548231182201505261306
-1,"2015-10-19",9604,999999999999513,0.00,1,650489604118220151019943
-1,"2015-06-16",1396,999999999999513,80.28,2,60792513961182201506161531
147840230887,"2015-04-07",1396,5873970193,17.78,1,60020113961182201504071037
-1,"2015-06-09",1396,77105810585,24.01,1,60726613961182201506091731
-1,"2015-09-16",1396,5980000021,3.19,1,61735113961182201509161348
-1,"2015-10-11",1396,6210700438,24.01,1,62008013961182201510111306
-1,"2015-09-23",9807,5760618055,4.43,1,2033298075671201509231315
-1,"2015-12-10",9604,999999999999513,0.00,1,6734996041182201512101254
-1,"2015-12-22",1396,77105810709,26.68,1,62734613961182201512221029
-1,"2015-08-23",1396,5960006059,4.97,1,61495513961182201508231344
-1,"2015-07-10",1396,6410085266,1.94,1,61035613961182201507101236
-1,"2015-10-24",1396,999999999999142,0.00,1,62144013961182201510241415
-1,"2015-12-08",1396,6369100790,16.54,1,62587913961182201512081121
-1,"2015-05-07",1396,77105880035,1.58,1,60383513961182201505072028
-1,"2015-12-17",9604,999999999999513,0.00,1,6760596041182201512171221
-1,"2015-12-15",1396,999999999999142,0.00,1,62667213961182201512151844
-1,"2015-07-14",1396,999999999999513,142.38,1,61079813961182201507141559
-1,"2015-08-03",1396,77105810211,11.55,1,61271013961182201508031046
-1,"2015-10-23",1396,999999999999513,0.00,1,62138013961182201510231732
-1,"2015-12-18",9604,999999999999513,0.00,1,6765296041182201512181013
-1,"2015-12-05",1396,999999999999142,0.00,1,62566413961182201512051344
-1,"2015-11-16",9604,999999999999513,0.00,1,6629596041182201511161040
-1,"2015-08-17",1396,999999999999513,17.66,1,61426213961182201508171517
137282931883,"2015-12-29",1396,6210749450,19.56,1,62784313961182201512291111
-1,"2015-09-01",1396,62064100074,21.34,1,61580413961182201509011031
141247434046,"2015-09-23",1396,999999999999513,40.53,1,61812913961182201509231409
-1,"2015-07-05",1396,999999999999513,21.95,3,60981413961182201507051301
-1,"2015-11-27",9807,6454130137,13.33,1,2279098075671201511271157
-1,"2015-06-12",4823,77105810409,18.67,1,310124823118220150612912
-1,"2015-12-12",9604,999999999999513,0.00,1,674179604118220151212945
-1,"2015-07-26",1396,999999999999142,0.00,1,61199713961182201507261315
-1,"2015-11-19",9604,999999999999513,0.00,1,664509604118220151119939
-1,"2015-12-07",9604,999999999999513,0.00,1,671779604118220151207922
-1,"2015-08-12",9807,999999999999513,2.15,1,1887098075671201508121459
139458294515,"2015-11-05",1396,77105890016,12.71,6,62264913961182201511051552
-1,"2016-01-08",4823,999999999999142,0.00,1,3965548231182201601081425
-1,"2016-01-18",9604,999999999999513,0.00,1,6869096041182201601181002
-1,"2015-11-26",9807,77105840003,3.19,1,2277098075671201511261629
-1,"2015-06-12",1396,999999999999142,0.00,1,60756213961182201506121321
-1,"2015-10-30",1396,999999999999142,0.00,1,62203513961182201510301748
134510995324,"2015-04-22",1396,999999999999513,27.38,1,6019621396118220150422922
-1,"2015-04-13",9807,999999999999513,20.33,1,1459898075671201504131125
-1,"2015-12-18",9604,999999999999513,8.90,1,676389604118220151218633
-1,"2015-07-21",9604,999999999999513,8.90,1,631599604118220150721748
-1,"2015-11-06",9807,5639429012,27.57,1,2210198075671201511061113
-1,"2015-10-19",1396,6700000829,2.30,1,6207791396118220151019852
-1,"2015-11-20",9604,999999999999513,0.00,1,664989604118220151120653
-1,"2016-01-19",9604,999999999999513,0.00,1,6875096041182201601191358
134530589826,"2015-04-24",4823,999999999999513,26.18,1,2883948231182201504241252
