collector_key,trans_dt,store_location_key,product_key,sales,units,trans_id
-1,11/10/2015,6973,1E+15,0.62,,3.16309E+25
-1,10/1/2015,6973,77105880035,1.58,,3.14752E+25
1.37299E+11,5/20/2015,6973,77105810099,20.45,,3.09313E+25
-1,1/25/2016,7167,1E+15,104.11,,9.57167E+21
-1,5/26/2015,6973,1E+15,1.78,,3.09584E+25
-1,12/8/2015,6973,1E+15,0,,3.17337E+25
-1,10/2/2015,6973,1E+15,0,,3.14788E+25
-1,6/18/2015,6973,5770021599,3.01,,3.10675E+25
-1,8/31/2015,6973,5770032944,3.19,,3.13494E+25
-1,11/26/2015,6973,1E+15,0,,3.16904E+24
-1,7/14/2015,6973,1E+15,0,,3.11769E+25
-1,10/16/2015,6973,6700000829,2.3,,3.15357E+25
-1,10/9/2015,6973,1E+15,0,,3.15099E+25
-1,1/12/2016,6973,1E+15,0,,3.18593E+25
-1,4/30/2015,6973,6700000829,2.12,,3.08507E+25
-1,11/2/2015,6973,1E+15,0,,3.15927E+25
-1,12/10/2015,6973,1E+15,7.71,,3.17484E+25
1.34522E+11,12/8/2015,6973,77105810640,12.44,,3.17358E+25
-1,6/30/2015,6973,1E+15,1.78,,3.11226E+25
-1,11/23/2015,6973,1E+15,0,,3.1676E+25
-1,10/28/2015,6973,1E+15,0,,3.15764E+25
1.41179E+11,12/31/2015,6973,6210700610,19.56,,3.18182E+25
-1,1/19/2016,6973,1E+15,0,,3.18848E+25
-1,9/8/2015,6973,1E+15,0,,3.13791E+25
-1,6/12/2015,6973,1E+15,84.55,,2.02127E+24
-1,10/22/2015,6973,6625906411,4.43,,3.15533E+25
-1,12/10/2015,6973,1E+15,7.32,,3.17439E+25
-1,11/25/2015,6973,6260096075,21.34,,3.16872E+25
-1,10/7/2015,6973,1E+15,0,,3.14966E+24
1.39506E+11,1/12/2016,6973,77105810493,8.53,,3.18586E+25
-1,7/10/2015,6973,1E+15,18.32,,2.03137E+24
-1,9/11/2015,6973,5770021599,3.01,,3.1398E+25
-1,4/10/2015,6973,1E+15,0,,3.07638E+25
-1,4/6/2015,6973,1E+15,1.78,,3.07368E+25
-1,12/21/2015,6973,1E+15,7.32,,3.17851E+25
1.37307E+11,6/1/2015,6973,6410085252,6.75,,3.09812E+25
-1,8/20/2015,6973,1E+15,0,,3.13173E+25
-1,4/7/2015,6973,1E+15,0,,3.07399E+24
-1,9/14/2015,6973,1E+15,0,,3.14035E+25
-1,10/15/2015,6973,1E+15,155.2,,2.06667E+24
-1,12/11/2015,6973,1E+15,1.64,,3.17497E+24
-1,9/22/2015,6973,1E+15,15.72,,2.06057E+23
1.41179E+11,11/10/2015,6973,77105810425,9.42,,3.16278E+25
-1,10/27/2015,6973,1E+15,7.32,,3.15718E+25
-1,4/20/2015,6973,77105880035,1.58,,3.07977E+25
-1,8/4/2015,6973,77105810397,37.36,,3.12529E+25
-1,12/2/2015,6973,5770033148,3.19,,3.17143E+25
1.37305E+11,11/12/2015,6973,77105810228,23.12,,3.16398E+25
1.41179E+11,11/11/2015,6973,6210000241,2.3,,3.16324E+25
-1,12/10/2015,6973,1E+15,0,,3.17486E+25
-1,9/15/2015,6973,1E+15,10.66,,3.14087E+24
-1,7/8/2015,6973,62527303214,37.36,,3.11505E+25
-1,10/9/2015,6973,6210700426,48.04,,3.15112E+25
-1,10/9/2015,6973,1E+15,14.22,,3.15128E+25
-1,8/7/2015,6973,1E+15,51.21,,2.04357E+24
1.34451E+11,4/17/2015,6973,5113165300,12.09,,3.07929E+25
-1,10/5/2015,6973,1E+15,1.78,,3.14872E+25
-1,5/13/2015,6973,1E+15,42.1,,2.01837E+24
-1,10/16/2015,6973,1E+15,88.98,,3.15342E+25
-1,12/17/2015,6973,77105810408,22.23,,3.17751E+25
-1,12/15/2015,6973,1E+15,0,,3.17657E+25
-1,1/4/2016,6973,1E+15,7.32,,3.18241E+25
-1,11/24/2015,6973,1E+15,0,,3.16818E+25
1.34527E+11,1/27/2016,7167,1E+15,9.35,,2.21717E+22
-1,10/19/2015,6973,4203710319,33.8,,3.15377E+25
-1,7/6/2015,6973,1E+15,25.51,,3.11381E+25
-1,12/22/2015,6973,1E+15,2.17,,3.17964E+25
-1,9/30/2015,6973,1E+15,11.55,,3.14672E+25
-1,9/8/2015,6973,1E+15,0,,3.13715E+24
-1,11/5/2015,6973,1E+15,0,,3.16102E+25
-1,10/9/2015,6973,1E+15,0,,3.15107E+25
-1,10/5/2015,6973,1E+15,18.87,,3.14862E+25
-1,10/29/2015,6973,6410085266,2.47,,3.158E+25
1.39476E+11,4/7/2015,6973,6968216200,8.63,,3.07444E+25
-1,4/2/2015,6973,1E+15,35.58,,3.07315E+25
-1,5/19/2015,6973,1E+15,7.32,,3.09236E+25
-1,9/18/2015,6973,1E+15,0,,3.14245E+25
-1,11/25/2015,6973,1E+15,7.32,,3.16858E+25
-1,1/28/2016,7167,1E+15,10.02,,3.70717E+22
-1,7/8/2015,6973,1E+15,92.49,,3.11534E+25
1.34639E+11,1/29/2016,7167,1E+15,98.7,,5.72717E+22
-1,12/3/2015,6973,7339000011,3.01,,3.17226E+25
-1,5/21/2015,6973,6210000240,2.12,,3.09428E+25
-1,8/14/2015,6973,6625906411,3.72,,3.12937E+25
-1,11/11/2015,6973,1E+15,0,,3.16358E+25
-1,10/26/2015,6973,5770022296,6.37,,3.15627E+24
-1,1/11/2016,6973,1E+15,1.78,,3.18512E+25
-1,7/9/2015,6973,1E+15,0,,3.11576E+25
-1,1/5/2016,6973,1E+15,7.32,,3.18262E+24
-1,6/1/2015,6973,1E+15,1.78,,3.0985E+25
-1,9/14/2015,6973,1E+15,0,,3.14046E+25
-1,8/26/2015,6973,5639405695,22.23,,3.13376E+25
-1,12/4/2015,6973,1E+15,0,,3.17262E+25
-1,3/31/2015,6973,1E+15,0,,3.07138E+25
-1,4/21/2015,6973,1E+15,237.67,,2.00977E+24
-1,10/28/2015,6973,1E+15,1.09,,3.15759E+25
-1,8/7/2015,6973,1E+15,178.36,,2.04187E+24
1.39481E+11,12/23/2015,6973,5847810306,24.9,,3.18016E+24
-1,9/25/2015,6973,6490007069,1.76,,3.14551E+25
-1,10/1/2015,6973,5849635277,3.19,,3.14756E+25
-1,10/6/2015,6973,1E+15,0,,3.14906E+25
1.41179E+11,11/5/2015,6973,77105804101,32.02,,3.16096E+25
-1,11/24/2015,6973,1E+15,0,,3.16779E+24
1.37311E+11,4/6/2015,6973,77105880036,6.21,,3.07369E+25
-1,12/28/2015,6973,1E+15,8.88,,3.18077E+25
-1,4/29/2015,6973,1E+15,13.58,,3.08469E+25
-1,1/20/2016,6973,3660230032,9.77,,3.18921E+25
-1,7/9/2015,6973,87279800078,34.34,,3.11573E+25
-1,4/2/2015,6973,1E+15,3.56,,3.07306E+25
-1,5/25/2015,6973,6490040955,3.54,,3.09566E+25
-1,9/1/2015,6973,1E+15,0,,3.13561E+25
-1,10/16/2015,6973,1E+15,1.78,,3.15337E+25
-1,7/13/2015,6973,1E+15,0,,3.1166E+24
-1,1/27/2016,7167,1E+15,9.83,,2.55717E+22
-1,11/27/2015,6973,5770022118,4.97,,3.16979E+25
-1,12/21/2015,6973,1E+15,0,,3.17851E+25
1.37311E+11,6/12/2015,6973,77105810883,17.05,,3.10353E+24
-1,4/27/2015,6973,77105880035,1.58,,3.08347E+25
-1,11/23/2015,6973,1E+15,0,,3.16757E+25
-1,6/25/2015,6973,5980000003,3.19,,3.11074E+25
-1,12/4/2015,6973,6700000932,2.3,,3.17274E+25
-1,9/30/2015,6973,1E+15,11.55,,3.14672E+25
1.3947E+11,10/23/2015,6973,5873832663,17.78,,3.15612E+25
-1,7/7/2015,6973,1E+15,8.88,,3.11473E+25
-1,10/28/2015,6973,5849642239,3.36,,3.15761E+25
-1,10/15/2015,6973,1E+15,66.64,,2.06617E+24
-1,10/15/2015,6973,1E+15,7.32,,2.07087E+24
-1,11/25/2015,6973,1E+15,7.32,,3.16859E+25
-1,5/4/2015,6973,1E+15,53.56,,3.08638E+25
-1,12/18/2015,6973,1E+15,75.28,,3.17802E+25
-1,9/11/2015,6973,1E+15,0,,3.13985E+25
-1,11/12/2015,6973,1E+15,0,,3.16377E+25
-1,8/14/2015,6973,77904000899,3.42,,3.12926E+25
-1,1/5/2016,6973,6458900111,23.12,,3.18272E+25
-1,10/16/2015,6973,5770022995,3.19,,3.15326E+25
-1,5/13/2015,6973,1E+15,109.74,,2.01707E+24
1.41179E+11,10/28/2015,6973,6170090032,62.28,,3.15783E+25
-1,1/4/2016,6973,1E+15,0,,3.18243E+25
-1,9/1/2015,6973,5980000060,6.37,,3.13567E+25
-1,5/28/2015,6973,1E+15,1.78,,3.09746E+25
-1,11/24/2015,6973,1E+15,0,,3.16822E+25
-1,9/10/2015,6973,5980000011,12.74,,3.13881E+24
1.41243E+11,6/16/2015,6973,36519732601,8.76,,3.10519E+25
-1,7/6/2015,6973,5849640461,1.71,,3.11407E+25
-1,9/8/2015,6973,6490042414,5.86,,3.13786E+25
-1,10/13/2015,6973,1E+15,13.58,,3.15152E+25
-1,6/16/2015,6973,1E+15,99.63,,3.1046E+24
-1,7/7/2015,6973,1E+15,27.32,,3.11466E+25
-1,10/29/2015,6973,1E+15,7.32,,3.15833E+25
-1,6/15/2015,6973,1E+15,21.95,,3.10408E+25
-1,10/21/2015,6973,1E+15,26.18,,3.15476E+25
-1,11/19/2015,6973,1E+15,0,,3.16658E+25
1.37269E+11,1/29/2016,7167,1E+15,19.1,,5.46717E+22
-1,10/22/2015,6973,1E+15,0,,3.15538E+25
-1,1/5/2016,6973,1E+15,10.88,,3.18263E+24
-1,9/29/2015,6973,1E+15,16.41,,3.14643E+25
-1,1/19/2016,6973,1E+15,10.88,,3.18831E+25
-1,1/6/2016,6973,5849635277,3.36,,3.18372E+25
-1,10/28/2015,6973,1E+15,0,,3.15751E+25
1.34548E+11,12/29/2015,6973,6700000829,2.3,,3.18104E+25
-1,10/22/2015,6973,1E+15,1.78,,3.15523E+25
-1,4/8/2015,6973,1E+15,0,,3.07453E+25
-1,11/13/2015,6973,1E+15,71.41,,2.08057E+24
-1,4/29/2015,6973,1E+15,0,,3.08479E+25
-1,10/30/2015,6973,1E+15,51.42,,3.15877E+25
-1,1/11/2016,6973,77105880035,1.76,,3.18531E+25
-1,4/21/2015,6973,1E+15,255.91,,3.08029E+25
-1,6/12/2015,6973,1E+15,24.9,,2.02377E+24
-1,1/18/2016,6973,1E+15,10.88,,3.18811E+25
-1,10/2/2015,6973,1E+15,51.07,,3.14827E+25
-1,10/26/2015,6973,5980000003,3.36,,3.15637E+25
-1,7/29/2015,6973,77105810228,22.23,,3.12365E+25
-1,7/15/2015,6973,1E+15,-76.52,,3.11797E+24
-1,7/10/2015,6973,1E+15,0,,3.1162E+25
1.37316E+11,10/7/2015,6973,6202152800,48.04,,3.15023E+25
-1,1/27/2016,6973,1E+15,7.32,,3.19217E+25
-1,5/29/2015,6973,6120022501,8.53,,3.09768E+24
-1,1/29/2016,7167,6210739130,32.02,,4.66717E+21
1.41298E+11,10/28/2015,6973,5980000011,3.36,,3.15784E+25
-1,11/30/2015,6973,1E+15,112.3,,3.17018E+25
-1,4/20/2015,6973,5610077433,15.65,,3.07952E+24
-1,4/15/2015,6973,1E+15,124.46,,3.07816E+25
-1,4/21/2015,6973,1E+15,165.22,,2.00657E+24
-1,9/1/2015,6973,5980021692,3.19,,3.13591E+25
-1,4/28/2015,6973,1E+15,7.32,,3.08416E+25
-1,4/10/2015,6973,1E+15,0,,3.07634E+25
1.37274E+11,1/29/2016,7167,1E+15,17.43,,5.66717E+22
-1,7/10/2015,6973,1E+15,10.75,,2.03107E+24
-1,5/19/2015,6973,1E+15,52.85,,3.09221E+25
-1,4/20/2015,6973,5980000002,3.19,,3.07975E+25
-1,11/18/2015,6973,77105810007,26.98,,3.16614E+25
-1,5/11/2015,6973,77105880035,1.58,,3.08947E+25
-1,11/20/2015,6973,1E+15,0,,3.16729E+25
-1,11/23/2015,6973,1E+15,7.21,,3.16769E+25
1.39464E+11,5/27/2015,6973,6752000006,30.78,,3.09646E+25
-1,12/23/2015,6973,1E+15,23.12,,3.18036E+25
-1,7/16/2015,6973,1E+15,128.84,,3.11867E+25
-1,8/12/2015,6973,5980029944,2.3,,3.12855E+25
-1,4/15/2015,6973,77105880035,1.58,,3.07813E+25
-1,4/24/2015,6973,77105880035,3.17,,3.08239E+25
-1,5/22/2015,6973,77105880035,1.58,,3.09517E+25
-1,11/24/2015,6973,1E+15,6.14,,3.16807E+25
-1,8/24/2015,6973,5980021692,3.19,,3.13262E+25
-1,10/15/2015,6973,1E+15,0,,3.1529E+25
-1,12/10/2015,6973,1E+15,0,,3.17476E+25
-1,12/18/2015,6973,1E+15,1.78,,3.17769E+24
-1,6/19/2015,6973,6458900213,7.81,,3.10726E+25
-1,10/8/2015,6973,1E+15,0,,3.15043E+25
-1,11/9/2015,6973,1E+15,7.32,,3.16231E+25
-1,11/4/2015,6973,77105880035,1.76,,3.16034E+25
1.34522E+11,9/1/2015,6973,77105804099,23.12,,3.13555E+24
-1,10/14/2015,6973,1E+15,0,,3.15202E+24
-1,5/13/2015,6973,5854212001,5.86,,3.09028E+25
-1,11/26/2015,6973,6210000240,2.3,,3.16909E+25
1.37268E+11,1/29/2016,7167,1E+15,45.62,,5.87717E+22
-1,11/11/2015,6973,1E+15,0,,3.16333E+25
-1,4/28/2015,6973,1E+15,14.63,,3.08423E+25
-1,11/26/2015,6973,1E+15,0,,3.16952E+25
-1,5/13/2015,6973,1E+15,0,,3.09041E+25
-1,9/23/2015,6973,1E+15,0,,3.14378E+24
-1,11/5/2015,6973,1E+15,0,,3.16079E+24
-1,5/4/2015,6973,1E+15,9.9,,3.08607E+25
-1,5/15/2015,6973,1E+15,0,,3.09098E+25
-1,5/5/2015,6973,6410085268,1.94,,3.08694E+25
-1,12/9/2015,6973,1E+15,0,,3.17397E+25
-1,10/20/2015,6973,1E+15,0,,3.15428E+25
-1,12/9/2015,6973,1E+15,7.32,,3.17417E+25
1.37305E+11,11/12/2015,6973,1E+15,20.26,,3.16398E+25
-1,8/18/2015,6973,1E+15,-78.5,,3.13055E+25
-1,8/10/2015,6973,1E+15,1.78,,2.04507E+24
-1,8/11/2015,6973,41600000235,3.56,,3.12794E+25
-1,12/24/2015,6973,1E+15,0,,3.18044E+25
-1,5/13/2015,6973,1E+15,61.09,,2.01647E+24
-1,8/10/2015,6973,1E+15,0,,3.127E+25
-1,8/6/2015,6973,1E+15,0,,3.1261E+25
-1,8/7/2015,6973,1E+15,255.52,,2.03987E+24
-1,10/6/2015,6973,1E+15,1.78,,3.14917E+25
-1,4/22/2015,6973,1E+15,61.82,,3.08161E+25
-1,10/20/2015,6973,6210000240,2.3,,3.1543E+25
-1,7/6/2015,6973,1E+15,11.39,,3.11369E+25
-1,12/8/2015,6973,1E+15,11.55,,3.17351E+25
-1,7/14/2015,6973,1E+15,62.62,,3.11743E+25
-1,12/21/2015,6973,1E+15,8.88,,3.17902E+25
-1,8/4/2015,6973,1E+15,42.11,,3.12531E+25
-1,11/9/2015,6973,1E+15,7.32,,3.16216E+25
-1,11/16/2015,6973,1E+15,16.59,,3.16496E+25
-1,4/22/2015,6973,77105880035,1.58,,3.08159E+25
-1,4/9/2015,6973,7830008109,12.09,,3.07552E+25
1.39476E+11,11/25/2015,6973,77105803795,24.01,,3.16855E+25
-1,7/16/2015,6973,6360167726,39.14,,3.11883E+25
-1,9/23/2015,6973,1E+15,7.32,,3.14408E+25
-1,12/29/2015,6973,1E+15,7.32,,3.18125E+25
-1,5/29/2015,6973,1E+15,0,,3.09791E+25
-1,4/14/2015,6973,1E+15,38.96,,3.0778E+25
1.34585E+11,1/27/2016,7167,1E+15,52.76,,2.96717E+22
1.37274E+11,1/28/2016,7167,1E+15,234.34,,3.51717E+22
-1,9/9/2015,6973,1E+15,17.8,,3.13851E+25
-1,6/9/2015,6973,1E+15,0,,3.10239E+25
-1,9/1/2015,6973,72225212109,13.3,,3.13558E+25
-1,12/22/2015,6973,1E+15,0,,3.17963E+25
-1,1/27/2016,7167,1E+15,27.48,,2.85717E+22
-1,6/16/2015,6973,77105880035,1.58,,3.10514E+25
-1,11/12/2015,6973,1E+15,0,,3.16421E+25
-1,11/20/2015,6973,1E+15,0,,3.16726E+25
-1,7/30/2015,6973,1E+15,3.56,,3.12449E+25
-1,4/22/2015,6973,77105890009,85.33,,3.08162E+25
-1,11/18/2015,6973,1E+15,1.78,,3.16609E+25
1.34588E+11,1/25/2016,7167,1E+15,25.88,,6.57167E+21
-1,12/22/2015,6973,1E+15,0,,3.17971E+25
-1,12/18/2015,6973,1E+15,0,,3.17782E+25
1.3949E+11,12/30/2015,6973,6360108701,48.93,,3.18141E+25
-1,4/2/2015,6973,1E+15,22.87,,3.07323E+25
-1,12/21/2015,6973,1E+15,312.16,,3.17861E+25
-1,11/13/2015,6973,1E+15,19.56,,3.16458E+25
-1,11/6/2015,6973,1E+15,0,,3.16201E+25
1.37311E+11,10/13/2015,6973,77105810163,27.73,,3.15194E+25
1.41124E+11,9/29/2015,6973,1E+15,7.32,,3.14646E+25
-1,10/15/2015,6973,1E+15,99.75,,2.07077E+24
-1,10/28/2015,6973,77105810584,16,,3.15742E+25
-1,1/5/2016,6973,1E+15,0,,3.18286E+25
-1,10/14/2015,6973,6081500705,11.2,,3.15204E+24
-1,1/21/2016,6973,1E+15,10.88,,3.19047E+25
-1,5/25/2015,6973,1E+15,368.44,,3.09557E+25
-1,7/8/2015,6973,1E+15,0,,3.11495E+25
-1,5/27/2015,6973,1E+15,3.56,,3.09699E+25
-1,9/15/2015,6973,1E+15,1.78,,3.14134E+25
-1,5/5/2015,6973,1E+15,7.32,,3.08661E+25
-1,12/15/2015,6973,1E+15,0,,3.17635E+25
-1,12/4/2015,6973,1E+15,0,,3.17268E+25
-1,10/26/2015,6973,1E+15,1.78,,3.1565E+25
-1,1/6/2016,6973,1E+15,1.78,,3.18342E+25
-1,11/13/2015,6973,1E+15,0,,3.16443E+25
-1,1/4/2016,6973,1E+15,0,,3.18242E+25
-1,1/7/2016,6973,1E+15,2.17,,3.18426E+25
-1,5/11/2015,6973,1E+15,110.88,,3.08919E+25
-1,9/25/2015,6973,6230001938,17.78,,3.14537E+25
-1,7/28/2015,6973,1E+15,0,,3.12328E+25
-1,12/4/2015,6973,1E+15,7.32,,3.17278E+25
1.39477E+11,10/28/2015,6973,5610010281,8.49,,3.15774E+25
-1,8/6/2015,6973,1E+15,0.87,,3.12605E+25
-1,7/6/2015,6973,1E+15,39.18,,3.11347E+24
-1,4/30/2015,6973,5770033148,3.19,,3.08533E+25
-1,9/28/2015,6973,6490040965,4.08,,3.14581E+25
-1,9/9/2015,6973,1E+15,36.63,,3.13828E+25
-1,4/21/2015,6973,1E+15,104.17,,2.00527E+24
-1,10/13/2015,6973,5899700006,4.97,,3.15176E+25
-1,7/9/2015,6973,1E+15,36.58,,3.11549E+24
-1,6/23/2015,6973,1E+15,0,,3.10948E+25
-1,12/10/2015,6973,1E+15,0,,3.17461E+25
-1,1/25/2016,6973,77105880035,1.76,,3.19127E+25
-1,11/18/2015,6973,5770022648,4.97,,3.1662E+25
-1,4/29/2015,6973,1E+15,0,,3.08459E+25
-1,5/4/2015,6973,77703400038,4.2,,3.0863E+25
-1,1/15/2016,6973,1E+15,22.52,,2.10457E+24
-1,4/22/2015,6973,6490007069,1.76,,3.08083E+25
-1,1/15/2016,6973,1E+15,0,,3.18732E+25
-1,10/2/2015,6973,1E+15,0,,3.14823E+25
-1,8/31/2015,6973,1E+15,91.65,,3.13532E+25
-1,6/12/2015,6973,1E+15,101.55,,2.02177E+24
-1,9/22/2015,6973,5565630205,9.77,,3.14333E+25
-1,1/5/2016,6973,1E+15,2.17,,3.18282E+25
-1,4/9/2015,6973,5650012025,14.22,,3.07551E+25
-1,4/16/2015,6973,1E+15,0,,3.07871E+25
-1,11/20/2015,6973,1E+15,0,,3.16718E+25
-1,12/21/2015,6973,1E+15,15.18,,3.17912E+25
-1,11/18/2015,6973,1E+15,0,,3.16628E+25
1.39477E+11,11/19/2015,6973,1E+15,2.17,,3.16691E+25
-1,6/9/2015,6973,6260096190,32.02,,3.10187E+24
-1,10/9/2015,6973,1E+15,0,,3.15103E+25
-1,12/23/2015,6973,1E+15,7.32,,3.18018E+25
-1,10/20/2015,6973,1E+15,2.17,,3.15442E+25
-1,6/24/2015,6973,6700000829,2.12,,3.11027E+25
1.41179E+11,11/2/2015,6973,5770062821,10.66,,3.15926E+25
-1,1/26/2016,7167,1E+15,23.67,,1.62717E+22
-1,10/13/2015,6973,1E+15,0,,3.15178E+25
-1,10/13/2015,6973,1E+15,0,,3.15161E+25
-1,1/28/2016,7167,1E+15,6.37,,3.70717E+22
-1,11/13/2015,6973,1E+15,0,,3.16461E+25
-1,11/9/2015,6973,1E+15,0,,3.16254E+25
-1,3/31/2015,6973,1E+15,7.32,,3.07156E+25
-1,11/16/2015,6973,1E+15,10.68,,3.16499E+25
-1,4/21/2015,6973,1E+15,0,,3.07997E+25
-1,10/30/2015,6973,1E+15,0,,3.15881E+25
-1,7/10/2015,6973,5980000003,6.37,,3.11602E+25
-1,10/15/2015,6973,1E+15,162.55,,2.06877E+24
-1,5/27/2015,6973,1E+15,0,,3.09647E+25
-1,6/24/2015,6973,3600019703,48.04,,3.11004E+25
-1,10/16/2015,6973,1E+15,2.12,,3.15323E+25
-1,8/24/2015,6973,6672100298,7.1,,3.13248E+25
-1,11/27/2015,6973,1E+15,10.38,,3.16994E+25
-1,11/23/2015,6973,1E+15,2.17,,3.16767E+25
-1,1/21/2016,6973,1E+15,0,,3.19047E+25
-1,1/7/2016,6973,1E+15,56.76,,3.18447E+25
-1,7/10/2015,6973,1E+15,0,,3.11625E+25
-1,9/8/2015,6973,1E+15,0,,3.13775E+25
-1,12/21/2015,6973,1E+15,0,,3.17919E+25
-1,7/14/2015,6973,5980000003,3.19,,3.11712E+25
-1,10/15/2015,6973,1E+15,71.75,,2.06677E+24
1.40203E+11,6/24/2015,6973,77703400038,1.05,,3.11013E+25
-1,7/3/2015,6973,1E+15,0,,3.1133E+25
-1,9/16/2015,6973,1E+15,7.32,,3.14186E+25
-1,11/24/2015,6973,1E+15,0,,2.08327E+23
-1,10/19/2015,6973,1E+15,40.07,,3.15379E+25
-1,12/8/2015,6973,1E+15,2.12,,3.17368E+25
-1,8/14/2015,6973,1E+15,8.24,,3.12912E+25
-1,5/1/2015,6973,5559944011,16,,3.08561E+25
-1,5/14/2015,6973,1E+15,1.78,,3.09083E+25
-1,8/13/2015,6973,1E+15,0,,3.12893E+25
-1,6/12/2015,6973,1E+15,51.21,,2.02557E+24
-1,4/6/2015,6973,1E+15,0,,3.0738E+25
-1,6/3/2015,6973,1E+15,0,,3.09945E+24
-1,11/10/2015,6973,77105810161,17.78,,3.16272E+24
-1,4/29/2015,6973,1E+15,7.32,,3.08461E+25
-1,6/18/2015,6973,1E+15,0,,3.10686E+25
-1,4/20/2015,6973,5980000002,3.19,,3.07964E+25
1.39476E+11,4/9/2015,6973,9243780050,8.1,,3.07537E+25
-1,10/29/2015,6973,1E+15,0,,3.15821E+25
-1,5/4/2015,6973,77105810780,29.35,,3.08646E+25
-1,10/22/2015,6973,5980000060,3.36,,3.15529E+25
-1,1/28/2016,7167,1E+15,26.82,,3.60717E+22
-1,12/9/2015,6973,1E+15,76.93,,2.09237E+23
-1,4/13/2015,6973,77105810122,15.11,,3.07664E+24
-1,9/21/2015,6973,1E+15,53.92,,3.14309E+25
-1,11/24/2015,6973,1E+15,7.32,,3.16787E+24
1.3947E+11,6/17/2015,6973,7478000073,6.73,,3.10605E+25
-1,4/29/2015,6973,1E+15,0,,3.08493E+25
-1,11/13/2015,6973,1E+15,0,,3.16437E+25
-1,6/23/2015,6973,1E+15,8.88,,3.10963E+25
-1,10/26/2015,6973,1E+15,0,,3.15633E+25
-1,9/17/2015,6973,1E+15,0,,3.14195E+24
1.3947E+11,1/7/2016,6973,1E+15,10.57,,3.18432E+25
-1,1/28/2016,6973,1E+15,4.95,,3.19276E+25
-1,12/29/2015,6973,1E+15,51.21,,3.181E+24
-1,11/23/2015,6973,1E+15,0,,3.16746E+25
-1,11/13/2015,6973,1E+15,64.49,,2.07817E+24
-1,7/21/2015,6973,77105810392,22.23,,3.12007E+25
-1,12/10/2015,6973,5980000021,3.36,,3.17446E+25
-1,11/10/2015,6973,77105880035,1.76,,3.16301E+25
-1,9/22/2015,6973,1E+15,222.07,,2.06147E+23
-1,12/8/2015,6973,1E+15,0,,3.17336E+25
-1,8/28/2015,6973,1E+15,1.78,,3.13465E+25
-1,11/6/2015,6973,1E+15,14.69,,3.16178E+25
-1,8/28/2015,6973,5854208020,7.21,,3.13466E+25
-1,9/14/2015,6973,1E+15,0,,3.14045E+25
-1,12/22/2015,6973,1E+15,7.32,,3.17937E+24
-1,5/27/2015,6973,1E+15,0,,3.09645E+25
-1,9/23/2015,6973,1E+15,0,,3.14407E+25
1.37311E+11,10/8/2015,6973,77105880163,8.53,,3.15067E+25
-1,9/21/2015,6973,1E+15,7.32,,3.14293E+25
-1,12/11/2015,6973,1E+15,0,,3.17508E+25
